ID,orig_ID,orig_source,number,volume,title,journal,author,grobid-version,file,ENTRYTYPE,doi,year,note
P_0000001549,0000001549,pdf,2,39,CONSISTENT PARTIAL LEAST SQUARES PATH MODELING 1,MIS Quarterly,"Dijkstra, Theo K and Henseler, Jörg",lfoppiano/grobid:0.8.1,data/pdfs/39_2/DijkstraHenseler2015.pdf,article,,,
P_0000001550,0000001550,pdf,4,45,A PRESCRIPTIVE ANALYTICS FRAMEWORK FOR OPTIMAL POLICY DEPLOYMENT USING HETEROGENEOUS TREATMENT EFFECTS 1,MIS Quarterly,"Mcfowland, Edward and Gangarapu, Sandeep and Bapna, Ravi and Sun, Tianshu",lfoppiano/grobid:0.8.1,data/pdfs/45_4/McFowlandIIIGangarapuBapnaEtAl2021.pdf,article,10.25300/MISQ/2021/15684,,
P_0000001551,0000001551,pdf,4,33,RESOLVING DIFFERENCE SCORE ISSUES IN INFORMATION SYSTEMS RESEARCH 1,MIS Quarterly,"Klein, Gary and Jiang, James J and Cheney, Paul",lfoppiano/grobid:0.8.1,data/pdfs/33_4/KleinJiangCheney2009.pdf,article,,,
P_0000001552,0000001552,pdf,1,25,AN EMPIRICAL INVESTIGATION OF THE FACTORS AFFECTING DATA WAREHOUSING SUCCESS 1,MIS Quarterly,"Wixom, Barbara H and Watson, Hugh J",lfoppiano/grobid:0.8.1,data/pdfs/25_1/WixomWatson2001.pdf,article,,,
P_0000001553,0000001553,pdf,4,37,EVALUATING JOURNAL QUALITY AND THE ASSOCIATION FOR INFORMATION SYSTEMS SENIOR SCHOLARS' JOURNAL BASKET VIA BIBLIOMETRIC MEASURES: DO EXPERT JOURNAL ASSESSMENTS ADD VALUE? 1,MIS Quarterly,"Lowry, Paul Benjamin and Moody, Gregory D and Gaskin, James and Galletta, Dennis F and Humpherys, Sean L and Barlow, Jordan B and Wilson, David W",lfoppiano/grobid:0.8.1,data/pdfs/37_4/LowryMoodyGaskinEtAl2013.pdf,article,,,
P_0000001554,0000001554,pdf,4,45,THE COMPLEX EFFECTS OF CROSS-DOMAIN KNOWLEDGE ON IS DEVELOPMENT: A SIMULATION-BASED THEORY DEVELOPMENT 1,MIS Quarterly,"Hahn, Jungpil and Lee, Gwanhoo",lfoppiano/grobid:0.8.1,data/pdfs/45_4/HahnLee2021.pdf,article,10.25300/MISQ/2022/16292,,
P_0000001555,0000001555,pdf,2,18,Electronic Mail as a Medium for Rich Communication: An Empirical Investigation Using Hermeneutic Interpretation,MIS Quarterly,"Lee, Allen S and Hall, Lindner and Location, Mall",lfoppiano/grobid:0.8.1,data/pdfs/18_2/Lee1994.pdf,article,,,
P_0000001556,0000001556,pdf,3,9,Measures of System Effectiveness Alternative Measures of System Effectiveness: Associations and Implications,MIS Quarterly,"Srinivasan, Ananth",lfoppiano/grobid:0.8.1,data/pdfs/9_3/Srinivasan1985.pdf,article,,,
P_0000001557,0000001557,pdf,,30,,MIS Quarterly,"Chen, Pei-Yu and Forman, Chris",lfoppiano/grobid:0.8.1,data/pdfs/30_SI/ChenForman2006.pdf,article,,,
P_0000001558,0000001558,pdf,3,41,KNOWLEDGE MANAGEMENT SYSTEM USE AND JOB PERFORMANCE: A MULTILEVEL CONTINGENCY MODEL 1,MIS Quarterly,"Zhang, Xiaojun",lfoppiano/grobid:0.8.1,data/pdfs/41_3/Zhang2017.pdf,article,,,
P_0000001559,0000001559,pdf,3,44,FIRST-OR SECOND-MOVER ADVANTAGE? THE CASE OF IT-ENABLED PLATFORM MARKETS 1,MIS Quarterly,"Feng, Haiyang and Jiang, Zhengrui and Li, Minqiang and Feng, Nan",lfoppiano/grobid:0.8.1,data/pdfs/44_3/FengJiangLiEtAl2020.pdf,article,10.25300/MISQ/2020/15273,,
P_0000001560,0000001560,pdf,4,42,MEANINGFUL HEALTHCARE SECURITY: DOES MEANINGFUL-USE ATTESTATION IMPROVE INFORMATION SECURITY PERFORMANCE? 1,MIS Quarterly,"Kwon, Juhee and Johnson, M. Eric",lfoppiano/grobid:0.8.1,data/pdfs/42_4/KwonJohnson2018.pdf,article,10.25300/MISQ/2018/13580,,
P_0000001561,0000001561,pdf,3,14,Investigating the Support Role of the Information Center,MIS Quarterly,"Bergeron, Francois",lfoppiano/grobid:0.8.1,data/pdfs/14_3/BergeronRivardDeSerre1990.pdf,article,,,
P_0000001562,0000001562,pdf,2,25,"RADICAL INNOVATION WITHOUT COLLOCATION: A CASE STUDY AT BOEING-ROCKETDYNE 1, 2",MIS Quarterly,"Malhotra Kenan-Flagler, Arvind and Majchrzak, Ann and Carman, Robert and Lott, Vern",lfoppiano/grobid:0.8.1,data/pdfs/25_2/MalhotraMajchrzakCarmanEtAl2001.pdf,article,,,
P_0000001563,0000001563,pdf,1,26,THE REPERTORY GRID TECHNIQUE: A METHOD FOR THE STUDY OF COGNITION IN INFORMATION SYSTEMS 1,MIS Quarterly,"Tan, Felix B and Gordon Hunter, M.",lfoppiano/grobid:0.8.1,data/pdfs/26_1/TanHunter2002.pdf,article,,,
P_0000001564,0000001564,pdf,1,43,HOW DO ADOPTERS TRANSITION BETWEEN NEW AND INCUMBENT CHANNELS? 1,MIS Quarterly,"Overby, Eric and Ransbotham, Sam",lfoppiano/grobid:0.8.1,data/pdfs/43_1/OverbyRansbotham2019.pdf,article,10.25300/MISQ/2019/13781,,
P_0000001565,0000001565,pdf,1,31,THE RELATIONSHIP BETWEEN ORGANIZATIONAL CULTURE AND THE DEPLOYMENT OF SYSTEMS DEVELOPMENT METHODOLOGIES 1,MIS Quarterly,"Iivari, Juhani and Huisman, Magda",lfoppiano/grobid:0.8.1,data/pdfs/31_1/IivariHuisman2007.pdf,article,,,
P_0000001566,0000001566,pdf,4,40,BIG DATA & ANALYTICS IN NETWORKED BUSINESS PRIVACY AND BIG DATA: SCALABLE APPROACHES TO SANITIZE LARGE TRANSACTIONAL DATABASES FOR SHARING 1,MIS Quarterly,"Menon, Syam and Sarkar, Sumit and Baesens, Bart and Bapna, Ravi and Marsden, James R and Vanthienen, Jan and Zhao, J. Leon",lfoppiano/grobid:0.8.1,data/pdfs/40_4/MenonSarkar2016.pdf,article,,,
P_0000001567,0000001567,pdf,2,6,Human Information Processing Human Information Processing in Information and Decision Support Systems*,MIS Quarterly,"Robey, Daniel and Taggart, William",lfoppiano/grobid:0.8.1,data/pdfs/6_2/RobeyTaggart1982.pdf,article,,,
P_0000001568,0000001568,pdf,3,32,Straub/Editor's Comments,MIS Quarterly,"Straub, Detmar W.",lfoppiano/grobid:0.8.1,data/pdfs/32_3/Straub2006.pdf,article,,,
P_0000001569,0000001569,pdf,1,35,DO ONTOLOGICAL DEFICIENCIES IN MODELING GRAMMARS MATTER? 1,MIS Quarterly,"Recker, Jan and Rosemann, Michael and Green, Peter and Indulska, Marta",lfoppiano/grobid:0.8.1,data/pdfs/35_1/ReckerRosemannGreenEtAl2011.pdf,article,,,
P_0000001570,0000001570,pdf,2,9,Design and Implementation of Decision Support Systems in the Public Sector,MIS Quarterly,"Henderson, John C and Schilling, David A",lfoppiano/grobid:0.8.1,data/pdfs/9_2/HendersonSchilling1985.pdf,article,,,
P_0000001571,0000001571,pdf,1,37,INFORMATION TECHNOLOGY OUTSOURCING AND NON-IT OPERATING COSTS: AN EMPIRICAL INVESTIGATION 1,MIS Quarterly,"Han, Kunsoo and Mithas, Sunil",lfoppiano/grobid:0.8.1,data/pdfs/37_1/HanMithas2013.pdf,article,,,
P_0000001572,0000001572,pdf,3,33,OFFSHORE INFORMATION SYSTEMS PROJECT SUCCESS: THE ROLE OF SOCIAL EMBEDDEDNESS AND CULTURAL CHARACTERISTICS 1,MIS Quarterly,"Rai, Arun and Maruping, Likoebe M and Venkatesh, Viswanath",lfoppiano/grobid:0.8.1,data/pdfs/33_3/RaiMarupingVenkatesh2009.pdf,article,,,
P_0000001573,0000001573,pdf,3,28,SPECIAL ISSUE ON ACTION RESEARCH IN INFORMATION SYSTEMS: MAKING IS RESEARCH RELEVANT TO PRACTICE-FOREWORD,MIS Quarterly,"Baskerville, Richard and Myers, Michael D",lfoppiano/grobid:0.8.1,data/pdfs/28_3/BaskervilleMyers2004.pdf,article,,,
P_0000001574,0000001574,pdf,2,41,CYBERCRIME DETERRENCE AND INTERNATIONAL LEGISLATION: EVIDENCE FROM DISTRIBUTED DENIAL OF SERVICE ATTACKS 1,MIS Quarterly,"Hui, Kai-Lung and Kim, Seung Hyun and Wang, Qiu-Hong",lfoppiano/grobid:0.8.1,data/pdfs/41_2/HuiKimWang2017.pdf,article,,,
P_0000001575,0000001575,pdf,4,42,EXPLORING THE EFFECTS OF EXTENSIONAL VERSUS INTENSIONAL REPRESENTATIONS ON DOMAIN UNDERSTANDING 1,MIS Quarterly,"Samuel, Binny M and Lindner, Carl H and Khatri, Vijay and Ramesh, V.",lfoppiano/grobid:0.8.1,data/pdfs/42_4/SamuelKhatriRamesh2018.pdf,article,10.25300/MISQ/2018/13255,,
P_0000001576,0000001576,pdf,2,5,Issues in MIS Implementation Key Recurrent Issues in the MIS Implementation Process*,MIS Quarterly,"Ginzberg, Michael J",lfoppiano/grobid:0.8.1,data/pdfs/5_2/Ginzberg1981.pdf,article,,,
P_0000001577,0000001577,pdf,4,41,SUPPLY-SIDE NETWORK EFFECTS AND THE DEVELOPMENT OF INFORMATION TECHNOLOGY STANDARDS 1,MIS Quarterly,"Uotila, Juha and Keil, Thomas and Maula, Markku",lfoppiano/grobid:0.8.1,data/pdfs/41_4/UotilaKeilMaula2017.pdf,article,,,
P_0000001578,0000001578,pdf,4,44,THEORYON: A DESIGN FRAMEWORK AND SYSTEM FOR UNLOCKING BEHAVIORAL KNOWLEDGE THROUGH ONTOLOGY LEARNING 1,MIS Quarterly,"Li, Jingjing and Larsen, Kai and Abbasi, Ahmed",lfoppiano/grobid:0.8.1,data/pdfs/44_4/LiLarsenAbbasi2020.pdf,article,10.25300/MISQ/2020/15323,,
P_0000001579,0000001579,pdf,1,34,TOWARD AGILE: AN INTEGRATED ANALYSIS OF QUANTITATIVE AND QUALITATIVE FIELD DATA ON SOFTWARE DEVELOPMENT AGILITY 1,MIS Quarterly,"Lee, Gwanhoo and Xia, Weidong",lfoppiano/grobid:0.8.1,data/pdfs/34_1/LeeXia2010.pdf,article,,,
P_0000001580,0000001580,pdf,2,41,IS A CORE-PERIPHERY NETWORK GOOD FOR KNOWLEDGE SHARING? A STRUCTURAL MODEL OF ENDOGENOUS NETWORK FORMATION ON A CROWDSOURCED CUSTOMER SUPPORT FORUM 1,MIS Quarterly,"Lu, Yingda and Param, Vir and Singh and Sun, Baohong",lfoppiano/grobid:0.8.1,data/pdfs/41_2/LuSinghSun2017.pdf,article,,,
P_0000001581,0000001581,pdf,3,35,EDITOR'S COMMENTS How Reviews Shape MIS Quarterly: A Primer for Reviewers and Editors,MIS Quarterly,"Kohli, Rajiv and Quarterly, Mis and Straub, Detmar",lfoppiano/grobid:0.8.1,data/pdfs/35_3/KohliStraub2011.pdf,article,,,
P_0000001582,0000001582,pdf,2,35,"CIO REPORTING STRUCTURE, STRATEGIC POSITIONING, AND FIRM PERFORMANCE 1",MIS Quarterly,"Banker, Rajiv D and Hu, Nan and Pavlou, Paul A and Luftman, Jerry",lfoppiano/grobid:0.8.1,data/pdfs/35_2/BankerHuPavlouEtAl2011.pdf,article,,,
P_0000001583,0000001583,pdf,1,30,THE DIFFERENTIAL USE AND EFFECT OF KNOWLEDGE-BASED SYSTEM EXPLANATIONS IN NOVICE AND EXPERT JUDGMENT DECISIONS 1,MIS Quarterly,"Arnold, Vicky and Clark, Nicole and Collier, Philip A and Leech, Stewart A and Ackerman, Fran and Gregor, Shirley D and O'leary, Dan and Sutton, Steve G",lfoppiano/grobid:0.8.1,data/pdfs/30_1/ArnoldClarkCollierEtAl2006.pdf,article,,,
P_0000001584,0000001584,pdf,2,19,Computer Self Efficacy: Development of a Measure and Initial Test,MIS Quarterly,"Compeau, Deborah R and Higgins, Christopher A",lfoppiano/grobid:0.8.1,data/pdfs/19_2/CompeauHiggins1995.pdf,article,,,
P_0000001585,0000001585,pdf,4,11,Training End Users: An Exploratory Study,MIS Quarterly,"Nelson, Ryan and Cheney, Paul H",lfoppiano/grobid:0.8.1,data/pdfs/11_4/NelsonCheney1987.pdf,article,,,
P_0000001586,0000001586,pdf,3,29,MODEL OF ADOPTION OF TECHNOLOGY IN HOUSEHOLDS: A BASELINE MODEL TEST AND EXTENSION INCORPORATING HOUSEHOLD LIFE CYCLE 1,MIS Quarterly,"Brown, Susan A and Venkatesh, Viswanath",lfoppiano/grobid:0.8.1,data/pdfs/29_3/BrownVenkatesh2005.pdf,article,,,
P_0000001587,0000001587,pdf,4,2,From Our Readers,MIS Quarterly,,lfoppiano/grobid:0.8.1,data/pdfs/2_4/Scott1978.pdf,article,,,
P_0000001588,0000001588,pdf,1,34,INFORMATION SYSTEMS INNOVATION FOR ENVIRONMENTAL SUSTAINABILITY 1,MIS Quarterly,"Melville, Nigel P and Ross, Stephen M",lfoppiano/grobid:0.8.1,data/pdfs/34_1/Melville2010.pdf,article,,,
P_0000001589,0000001589,pdf,2,29,ASSESSING VALUE IN ORGANIZATIONAL KNOWLEDGE CREATION: CONSIDERATIONS FOR KNOWLEDGE WORKERS 1,MIS Quarterly,"Chen, Andrew N K and Edgington, Theresa M",lfoppiano/grobid:0.8.1,data/pdfs/29_2/ChenEdgington2005.pdf,article,,2004,
P_0000001590,0000001590,pdf,4,17,Distributed Group Support Systems,MIS Quarterly,"Turoff, Murray and Hiltz, Starr Roxanne and Bahgat, Ahmed N F and Consultants, Allied and Khalifa, International and St, Ei-Maamoon and Roxy, Tower and Heliopolis, Ajaz R and Rana",lfoppiano/grobid:0.8.1,data/pdfs/17_4/TuroffHiltzBahgatEtAl1993.pdf,article,,,
P_0000001591,0000001591,pdf,3,44,THE EFFECT OF SHORTENING LOCK-IN PERIODS IN TELECOMMUNICATION SERVICES,MIS Quarterly,"Yang, Baojiang and Godinho De Matos, Miguel and Ferreira, Pedro",lfoppiano/grobid:0.8.1,data/pdfs/44_3/YangdeMatosFerreira2020.pdf,article,10.25300/MISQ/2020/14839,,
P_0000001592,0000001592,pdf,2,11,Forging a Partnership to Achieve Competitive Advantage: The CIM Challenge,MIS Quarterly,"Doll, William J and Vonderembse, Mark A and Toledo",lfoppiano/grobid:0.8.1,data/pdfs/11_2/DollVonderembse1987.pdf,article,,,
P_0000001593,0000001593,pdf,4,45,ONLINE PRODUCT REVIEWS: IS A FINER-GRAINED RATING SCHEME SUPERIOR TO A COARSER ONE? 1,MIS Quarterly,"Tunc, Murat M and Cavusoglu, Huseyin and Raghunathan, Srinivasan",lfoppiano/grobid:0.8.1,data/pdfs/45_4/TuncCavusogluRaghunathan2021.pdf,article,10.25300/MISQ/2021/15586,,
P_0000001594,0000001594,pdf,3,36,THE ROLES OF THEORY IN CANONICAL ACTION RESEARCH 1,MIS Quarterly,"Davison, Robert M and Martinsons, Maris G and Ou, Carol X J",lfoppiano/grobid:0.8.1,data/pdfs/36_3/DavisonMartinsonsOu2012.pdf,article,,,
P_0000001595,0000001595,pdf,1,36,REVISITING BIAS DUE TO CONSTRUCT MISSPECIFICATION: DIFFERENT RESULTS FROM CONSIDERING COEFFICIENTS IN STANDARDIZED FORM 1,MIS Quarterly,"Aguirre-Urreta, Miguel I and Marakas, George M",lfoppiano/grobid:0.8.1,data/pdfs/36_1/AguirreUrretaMarakas2012.pdf,article,,,
P_0000001596,0000001596,pdf,3,22,"Information Technology and the Nature of Managerial Work: From the Productivity Paradox to the Icarus Paradox? 1,2",MIS Quarterly,"Pinsonneault, Alain and Rivard, Suzanne",lfoppiano/grobid:0.8.1,data/pdfs/22_3/PinsonneaultRivard1998.pdf,article,,,
P_0000001597,0000001597,pdf,4,9,Information Systems For Competitive Advantage: Implementation of a Planning Process,MIS Quarterly,"Rackoff, Nick and Wiseman, Charles and Uiirich, Walter A",lfoppiano/grobid:0.8.1,data/pdfs/9_4/RackoffWisemanUllrich1985.pdf,article,,,
P_0000001598,0000001598,pdf,4,44,"TEMPTING FATE: SOCIAL MEDIA POSTS, UNFOLLOWING, AND LONG-TERM SALES",MIS Quarterly,"Wang, Ada and Greenwood, Brad N and Pavlou, Paul A and Bauer, C. T",lfoppiano/grobid:0.8.1,data/pdfs/44_4/WangGreenwoodPavlou2020.pdf,article,10.25300/MISQ/2020/15510,,
P_0000001599,0000001599,pdf,2,2,The Impact of Cognitive Styles on Information System Design,MIS Quarterly,"Benbasat, Izak and Taylor, Ronald N",lfoppiano/grobid:0.8.1,data/pdfs/2_2/BenbasatTaylor1978.pdf,article,,,
P_0000001600,0000001600,pdf,2,30,MANAGING PEER-TO-PEER CONFLICTS IN DISRUPTIVE INFORMATION TECHNOLOGY INNOVATIONS: THE CASE OF SOFTWARE REUSE 1,MIS Quarterly,"Sherif, Karma and Zmud, Robert W and Price, Michael F and Browne, Glenn J",lfoppiano/grobid:0.8.1,data/pdfs/30_2/SherifZmudBrowne2006.pdf,article,,,
P_0000001601,0000001601,pdf,3,30,THE TRANSFORMATION OF OPEN SOURCE SOFTWARE 1,MIS Quarterly,"Lero-The, Brian Fitzgerald and Software Engineering, Irish",lfoppiano/grobid:0.8.1,data/pdfs/30_3/Fitzgerald2006.pdf,article,,,
P_0000001602,0000001602,pdf,2,21,Pragmatic Perspectives on the Measurement of Information Systems Service Quality 1,MIS Quarterly,"Kettinger, William J and Perdue, Franklin P",lfoppiano/grobid:0.8.1,data/pdfs/21_2/KettingerLee1997.pdf,article,,,
P_0000001603,0000001603,pdf,4,14,Reusability-Based Strategy for Development of Information Systems: Implementation Experience of a Bank,MIS Quarterly,"Apte, Uday and Sankar, Chetan S",lfoppiano/grobid:0.8.1,data/pdfs/14_4/ApteSankarThakurEtAl1990.pdf,article,,,
P_0000001604,0000001604,pdf,2,46,EXECUTIVE FUNCTIONS AND INFORMATION SYSTEMS LEARNING 1,MIS Quarterly,"Sullivan, Yulia W and Davis, Fred D and Koh, Chang E and Brint, G.",lfoppiano/grobid:0.8.1,data/pdfs/46_2/SullivanDavisKoh2022.pdf,article,10.25300/MISQ/2022/15979,,
P_0000001605,0000001605,pdf,3,40,ADVERTISING VERSUS BROKERAGE MODEL FOR ONLINE TRADING PLATFORMS 1,MIS Quarterly,"Chen, Jianqing and Fan, Ming and Li, Mingzhi",lfoppiano/grobid:0.8.1,data/pdfs/40_3/ChenFanLi2016.pdf,article,,,
P_0000001606,0000001606,pdf,2,11,Semi-Structured Recurring Decisions: An Experimental Study of Decision Making Models and Some Suggestions for DSS,MIS Quarterly,"Remus, William and Kottemann, Jeffrey E",lfoppiano/grobid:0.8.1,data/pdfs/11_2/RemusKotteman1987.pdf,article,,,
P_0000001607,0000001607,pdf,1,42,TOWARD A UNIFIED MODEL OF INFORMATION SECURITY POLICY COMPLIANCE 1,MIS Quarterly,"Moody, Gregory D and Siponen, Mikko and Pahnila, Seppo",lfoppiano/grobid:0.8.1,data/pdfs/42_1/MoodySiponenPahnila2018.pdf,article,10.25300/MISQ/2018/13853,,
P_0000001608,0000001608,pdf,2,39,"COPING WITH INFORMATION TECHNOLOGY: MIXED EMOTIONS, VACILLATION, AND NONCONFORMING USE PATTERNS 1",MIS Quarterly,"Stein, Mari-Klara and Newell, Sue and Wagner, Erica L and Galliers, Robert D",lfoppiano/grobid:0.8.1,data/pdfs/39_2/SteinNewellWagnerEtAl2015.pdf,article,,,
P_0000001609,0000001609,pdf,3,41,"ENDING THE MENDING WALL: HERDING, MEDIA COVERAGE, AND COLOCATION IN IT ENTREPRENEURSHIP 1",MIS Quarterly,"Greenwood, Brad N and Gopal, Anandasivam",lfoppiano/grobid:0.8.1,data/pdfs/41_3/GreenwoodGopal2017.pdf,article,,,
P_0000001610,0000001610,pdf,1,15,Personal Computing: Toward a Conceptual Model of Utilization 1,MIS Quarterly,"Thompson, Ronald L and Higgins, Christopher A and Howell, Jane M",lfoppiano/grobid:0.8.1,data/pdfs/15_1/ThompsonHigginsHowell1991.pdf,article,,,
P_0000001611,0000001611,pdf,2,33,INFORMATION SYSTEMS THEORIZING BASED ON EVOLUTIONARY PSYCHOLOGY: AN INTERDISCIPLINARY REVIEW AND THEORY INTEGRATION FRAMEWORK 1,MIS Quarterly,"Kock, Ned",lfoppiano/grobid:0.8.1,data/pdfs/33_2/Kock2009.pdf,article,,,
P_0000001612,0000001612,pdf,2,14,"Key Information Liability Issues Facing Managers: Software Piracy, Proprietary Databases, and Individual Rights to Privacy 1",MIS Quarterly,"Straub, Detmar W and Rosann, Webb and Collins and Carlson School, Curtis L",lfoppiano/grobid:0.8.1,data/pdfs/14_2/StraubCollins1990.pdf,article,,,
P_0000001613,0000001613,pdf,1,20,Cognitive Elements in the Implementation.of New Technology: Can Less Information Provide More Benefits?,MIS Quarterly,"Griffith Management, Terri L and Policy and Northcraft, Gregory B",lfoppiano/grobid:0.8.1,data/pdfs/20_1/GriffithNorthcraft1996.pdf,article,,,
P_0000001614,0000001614,pdf,2,44,THE IMPACT OF CUSTOMER VALUATION UNCERTAINTY ON SOFTWARE LICENSING 1,MIS Quarterly,"Xin, Mingdi",lfoppiano/grobid:0.8.1,data/pdfs/44_2/Xin2020.pdf,article,10.25300/MISQ/2020/14728,,
P_0000001615,0000001615,pdf,4,35,"EDITOR'S COMMENTS IT and Entrepreneurism: An On-Again, Off-Again Love Affair or a Marriage?",MIS Quarterly,"Giudice, Manlio Del and Straub, Detmar",lfoppiano/grobid:0.8.1,data/pdfs/35_4/GiudiceStraub2011.pdf,article,,,
P_0000001616,0000001616,pdf,3,25,"WORK OUTCOMES AND JOB DESIGN FOR CONTRACT VERSUS PERMANENT INFORMATION SYSTEMS PROFESSIONALS ON SOFTWARE DEVELOPMENT TEAMS 1, 2",MIS Quarterly,"Ang, Soon and Slaughter, Sandra A",lfoppiano/grobid:0.8.1,data/pdfs/25_3/AngSlaughter2001.pdf,article,,,
P_0000001617,0000001617,pdf,3,41,"OPERATIONAL IT FAILURES, IT VALUE DESTRUCTION, AND BOARD-LEVEL IT GOVERNANCE CHANGES 1",MIS Quarterly,"Benaroch, Michel and Chernobai, Anna",lfoppiano/grobid:0.8.1,data/pdfs/41_3/BenarochChernobai2017.pdf,article,,,
P_0000001618,0000001618,pdf,2,31,TELEMEDICINE IN THE UPPER AMAZON: INTERPLAY WITH LOCAL HEALTH CARE PRACTICES 1,MIS Quarterly,"Miscione, Gianluca",lfoppiano/grobid:0.8.1,data/pdfs/31_2/Miscione2007.pdf,article,,,
P_0000001619,0000001619,pdf,3,22,Editor's Comments Management Information Systems Quarterly,MIS Quarterly,"Zmud, Bob",lfoppiano/grobid:0.8.1,data/pdfs/22_3/Zmud1998b.pdf,article,,1998,
P_0000001620,0000001620,pdf,3,43,OPERATIONALIZING REGULATORY FOCUS IN THE DIGITAL AGE: EVIDENCE FROM AN E-COMMERCE CONTEXT 1,MIS Quarterly,"Wu, Ji and Huang, Liqiang and Zhao, J. Leon",lfoppiano/grobid:0.8.1,data/pdfs/43_3/WuHuangZhao2019.pdf,article,10.25300/MISQ/2019/14420,,
P_0000001621,0000001621,pdf,4,36,GROWTH AND SUSTAINABILITY OF MANAGED SECURITY SERVICES NETWORKS: AN ECONOMIC PERSPECTIVE 1,MIS Quarterly,"Gupta, Alok and Zhdanov, Dmitry",lfoppiano/grobid:0.8.1,data/pdfs/36_4/GuptaZhdanov2012.pdf,article,,,
P_0000001622,0000001622,pdf,4,26,AN EMPIRICAL EXAMINATION OF INDIVIDUAL TRAITS AS ANTECEDENTS TO COMPUTER ANXIETY AND COMPUTER SELF-EFFICACY 1,MIS Quarterly,"Thatcher, Jason Bennett and Perrewé, Pamela L",lfoppiano/grobid:0.8.1,data/pdfs/26_4/ThatcherPerrewe2002.pdf,article,,,
P_0000001623,0000001623,pdf,3,36,PRINCIPLES FOR CONDUCTING CRITICAL REALIST CASE STUDY RESEARCH IN INFORMATION SYSTEMS 1,MIS Quarterly,"Wynn, Donald and Williams, Clay K",lfoppiano/grobid:0.8.1,data/pdfs/36_3/WynnJrWilliams2012.pdf,article,,,
P_0000001624,0000001624,pdf,2,12,A Framework for Comparing Information Engineering Methods,MIS Quarterly,"Hackathorn, Richard D and Karimi, Jahangir",lfoppiano/grobid:0.8.1,data/pdfs/12_2/HackathornKarimi1988.pdf,article,,,
P_0000001625,0000001625,pdf,2,46,"DIGITAL PLATFORM ECOSYSTEM DYNAMICS: THE ROLES OF PRODUCT SCOPE, INNOVATION, AND COLLABORATIVE NETWORK CENTRALITY 1",MIS Quarterly,"Li, He and Zhang, Chen and Kettinger, William J",lfoppiano/grobid:0.8.1,data/pdfs/46_2/LiZhangKettinger2022.pdf,article,10.25300/MISQ/2022/15444,,
P_0000001626,0000001626,pdf,2,37,EDITOR'S COMMENTS Commonalities Across IS Silos and Intradisciplinary Information Systems Research,MIS Quarterly,"Goes, Paulo B",lfoppiano/grobid:0.8.1,data/pdfs/37_2/Goes2013b.pdf,article,,,
P_0000001627,0000001627,pdf,3,32,UNCOVERING THE INTELLECTUAL CORE OF THE INFORMATION SYSTEMS DISCIPLINE 1,MIS Quarterly,"Sidorova, Anna and Evangelopoulos, Nicholas and Valacich, Joseph S and Ramakrishnan, Thiagarajan",lfoppiano/grobid:0.8.1,data/pdfs/32_3/SidorovaEvangelopoulosValacichEtAl2006.pdf,article,,,
P_0000001628,0000001628,pdf,4,45,INFLUENCE IN SOCIAL MEDIA: AN INVESTIGATION OF TWEETS SPANNING THE 2011 EGYPTIAN REVOLUTION 1,MIS Quarterly,"Venkatesan, Srikanth and Valecha, Rohit and Yaraghi, Niam and Oh, Onook and Rao, H. Raghav",lfoppiano/grobid:0.8.1,data/pdfs/45_4/VenkatesanValechaYaraghiEtAl2021.pdf,article,10.25300/MISQ/2021/15297,,
P_0000001629,0000001629,pdf,1,5,Online Computer Auditing Through Continuous and Intermittent Simulation*,MIS Quarterly,"Koch, Harvey S",lfoppiano/grobid:0.8.1,data/pdfs/5_1/Koch1981.pdf,article,,,
P_0000001630,0000001630,pdf,4,23,SIx MYTHS OF INFORMATION AND MARKETS: INFORMATION TECHNOLOGY NETWORKSp ELECTRONIC COMMERCEp AND THE BATTLE FOR CONSUMER SURPLUS 1,MIS Quarterly,"Grover, Varun and Ramanlal, Pradipkumar",lfoppiano/grobid:0.8.1,data/pdfs/23_4/GroverRamanlal1999.pdf,article,,,
P_0000001631,0000001631,pdf,4,3,END USERS AS APPLICATION DEVELOPERS*,MIS Quarterly,"Mclean, E. R",lfoppiano/grobid:0.8.1,data/pdfs/3_4/McLean1979.pdf,article,,,
P_0000001632,0000001632,pdf,3,10,Special Event Data in Shared Databases,MIS Quarterly,"Gorr, Wilpen L",lfoppiano/grobid:0.8.1,data/pdfs/10_3/Gorr1986.pdf,article,,,
P_0000001633,0000001633,pdf,1,6,Computer-Aided Analysis of Office Systems*,MIS Quarterly,"Konsynski, Benn R and Bracker, Lynne C",lfoppiano/grobid:0.8.1,data/pdfs/6_1/KonsynskiBracker1982.pdf,article,,,
P_0000001648,0000001648,pdf,3,36,Editor's Comments Riding the Wave: Past Trends and Future Directions for Health IT Research,MIS Quarterly,"Romanow, Darryl and Candidate and Cho, Sunyoung and Straub, Detmar",lfoppiano/grobid:0.8.1,data/pdfs/36_3/RomanowChoStraub2012.pdf,article,,,
P_0000001649,0000001649,pdf,1,12,Reply to Comments,MIS Quarterly,Bergeron,lfoppiano/grobid:0.8.1,data/pdfs/12_1/Bergeron1988.pdf,article,,,
P_0000001650,0000001650,pdf,2,29,Saunders/Editor's Comments,MIS Quarterly,"Beath, Cynthia",lfoppiano/grobid:0.8.1,data/pdfs/29_2/Saunders2005a.pdf,article,,,
