ID,author,title,year,journal,volume,number,pages,url,doi
1328,Huseyin Cavusoglu and Srinivasan and Wei T Yue,Decision-Theoretic and Game-Theoretic Approaches to IT Security Investment,,Journal of Management Information Systems,25,2,,,10.2753/MIS0742-1222250211
1329,Ting-Peng Liang and Christopher V Jones,Design of a Self-evolving Decision Support System,,Journal of Management Information Systems,4,1,,,
1330,D. Harrison Mcknight and Peng Liu and Brian T Pentland and Contact D Harrison Mcknight,Trust Change in Information Technology Products,,Journal of Management Information Systems,37,4,,,10.1080/07421222.2020.1831772
1331,Marco Cremonini and Dmitri Nizovtsev,Risks and Benefits of Signaling Information System Characteristics to Strategic Attackers,,Journal of Management Information Systems,26,3,,,10.2753/MIS0742-1222260308
1332,Paul Benjamin Lowry and Jun Zhang and Gregory D Moody and Sutirtha Chatterjee and Chuang Wang and Benjamin Lowry and Suzanne Parker Thornhill,An Integrative Theory Addressing Cyberharassment in the Light of Technology-Based Opportunism,,Journal of Management Information Systems,36,4,,,10.1080/07421222.2019.1661090
1333,Douglas L Dean and James D Lee and Richard E Orwig and Douglas R Vogel,Technological Support for Group Process Modeling,,Journal of Management Information Systems,11,3,,,
1334,Paul P Tallon and Ronald V Ramirez and James E Short,The Information Artifact in IT Governance: Toward a Theory of Information Governance,,Journal of Management Information Systems,30,3,,,10.2753/MIS0742-1222300306
1335,Andreas I Nicolaou and D. Harrison Mcknight,System Design Features and Repeated Use of Electronic Data Exchanges,,Journal of Management Information Systems,28,2,,,10.2753/MIS0742-1222280210
1336,Dongmin Kim and Izak Benbasat,"Trust-Assuring Arguments in B2C E-commerce: Impact of Content, Source, and Price on Trust",,Journal of Management Information Systems,26,3,,,10.2753/MIS0742-1222260306
1337,Kai-Lung Hui and Wendy Hui and Wei T Yue and Hong Kong,Information Security Outsourcing with System Interdependency and Mandatory Security Requirement,,Journal of Management Information Systems,29,3,,,10.2753/MIS0742-1222290304
1338,Eric K Clemons and Robert J Kauffman and M. Dewan,Special Issue: Impact of Information Systems on Market Structure and Function: Developing and Testing Theories,,Journal of Management Information Systems,25,2,,,10.2753/MIS0742-1222250201
1339,Thomas H Davenport,Managing Information about Processes,,Journal of Management Information Systems,12,1,,,
1340,J. Alberto Espinosa and Sandra A Slaughter and Robert E Kraut and James D Herbsleb,Team Knowledge and Coordination in Geographically Distributed Software Development,,Journal of Management Information Systems,24,1,,,10.2753/MIS0742-1222240104
1341,,"Task Division for Team Success in Crowdsourcing Contests: Resource Allocation and Alignment Effects INDIKA DISSANAYAKE, JIE ZHANG, AND BIN GU",,Journal of Management Information Systems,32,2,,,10.1080/07421222.2015.1068604
1342,Kim Huat and Robert J Kauffman and Kim Huat Goh,Firm Strategy and the Internet in U.S. Commercial Banking,,Journal of Management Information Systems,30,2,,,10.2753/MIS0742-1222300201
1343,Kenneth A Kozar,Adopting Systems Development Methods: An Exploratory Study,,Journal of Management Information Systems,5,4,,,
1344,Dave Debabroto and Chatterjee and Carl Pacini,"The Shareholder-Wealth and Trading-Volume Effects of Information-Technology Infrastructure Investments DEBABROTO CHATTERJEE, CARL PACINI, AND V. SAMBAMURTHY",,Journal of Management Information Systems,19,2,,,
1345,Hsinchun Chen and Jinwoo Kjm,GANNET: A Machine Learning Approach to Document Retrieval,,Journal of Management Information Systems,11,3,,,
1346,Wenqi Zhou,Do Professional Reviews Affect Online User Choices Through User Reviews? An Empirical Study WENQI ZHOU AND WENJING DUAN,,Journal of Management Information Systems,33,1,,,10.1080/07421222.2016.1172460
1347,Raymond G Crepeau and Connie W Crook and Martin D Goslar and Mark E Mcmurtrey,Career Anchors of Information Systems Personnel,,Journal of Management Information Systems,9,2,,,
1348,Eric K Clemons and Michael C Row,Special Section: Strategic and Competitive Information Systems,,Journal of Management Information Systems,12,2,,,
1349,Jonathan Whitaker and Sunil Mithas and M. S Krishnan,Organizational Learning and Capabilities for Onshore and Offshore Business Process Outsourcing,,Journal of Management Information Systems,27,3,,,10.2753/MIS0742-1222270302
1350,Ravi Bapna and Anitesh Barua and Andrew B Whinston,Special Issue: Economics of Electronic Commerce,,Journal of Management Information Systems,31,2,,,10.2753/MIS0742-1222310201
1351,,EN,2016.0,Journal of Management Information Systems,2,3,,,
1352,Heng Xu and Hock-Hai Teo and Bernard C Y Tan and Xu,The Role of Push-Pull Technology in Privacy Calculus: The Case of Location-Based Services,,Journal of Management Information Systems,26,3,,,10.2753/MIS0742-1222260305
1353,,,,Journal of Management Information Systems,3,3,,,
1354,Robert J Kauffman and Juliana Y Tsai,"The Unified Procurement Strategy for Enterprise Software: A Test of the ""Move to the Middle"" Hypothesis",,Journal of Management Information Systems,26,2,,,10.2753/MIS0742-1222260208
1355,Glenn J Browne and Michael B Rogich,An Empirical Investigation of User Requirements Elicitation: Comparing the Effectiveness of Prompting Techniques,,Journal of Management Information Systems,17,4,,,
1356,Alain Pinsonneault,"Anonymity in Group Support Systems Research: A New Conceptualization, Measure, and Contingency Framework ALAIN PINSONNEAULT AND l^LSON HEPPEL",,Journal of Management Information Systems,14,3,,,
1357,Magid Igbaria and Jack J Baroudi,A Short-Form Measure of Career Orientations: A Psychometric Evaluation MAGIDIGBARIA AND JACK J. BAROUDI,,Journal of Management Information Systems,10,2,,,
1358,Scott Spangler and Jeffrey T Kreulen and Justin Lessler,Generating and Browsing Multiple Taxonomies Over a Document Collection,,Journal of Management Information Systems,19,4,,,
1359,Randall K Minas and Robert F Potter and Alan R Dennis and Valerie Bartelt and Soyoung Bae,Putting on the Thinking Cap: Using NeuroIS to Understand Information Processing Biases in Virtual Teams,,Journal of Management Information Systems,30,4,,,10.2753/MIS0742-1222300403
1360,Ping Xiao and Yuanyuan Chen and Anandhi Bharadwaj and Weining Bao,The Effects of Information Nudges on Consumer Usage of Digital Services under Three-Part Tariffs,,Journal of Management Information Systems,39,1,,,10.1080/07421222.2021.2023409
1361,,,,Journal of Management Information Systems,13,2,,,
1362,Mary K Fuller and E. Burton Swanson and E. Burton Swanson,Information Centers as Organizational Innovation: Exploring the Correlates of Implementation Success,,Journal of Management Information Systems,9,1,,,
1363,Srikar Velichety,"Quality Assessment of Peer-Produced Content in Knowledge Repositories using Development and Coordination Activities SRIKAR VELICHETY, SUDHA RAM, AND JESSE BOCKSTEDT",,Journal of Management Information Systems,36,2,,,10.1080/07421222.2019.1598692
1364,Matt E Thatcher and Jim R Oliver,"The Impact of Technology Investments on a Firm's Production Efficiency, Product Quality, and Productivity",,Journal of Management Information Systems,18,2,,,
1365,T. H Ho and K. S Raman,The Effect of GDSS and Elected Leadership on Small Group Meetings,,Journal of Management Information Systems,8,2,,,
1366,Naveen Kumar,"Detecting Review Manipulation on Online Platforms with Hierarchical Supervised Learning NAVEEN KUMAR, DEEPAK VENUGOPAL, LIANGFEI QIU, AND SUBODHA KUMAR",,Journal of Management Information Systems,35,1,,,10.1080/07421222.2018.1440758
1367,John I C Liu and David Y Y Yun and Gary Klein,An Agent for Intelligent Model Management,,Journal of Management Information Systems,7,1,,,
1368,Till J Winkler and Carol V Brown,Horizontal Allocation of Decision Rights for On-Premise Applications and Software-as-a-Service,,Journal of Management Information Systems,30,3,,,10.2753/MIS0742-1222300302
1369,John T Rickard and Nicolo G Torre,Information Systems for Optimal Transaction Implementation,,Journal of Management Information Systems,16,2,,,
1370,Jolie C Y Lam and Matthhw K O Lbe,"Digital Inclusiveness-Longitudinal Study of Internet Adoption by Older Adults JOLIE C,Y. LAM AND MATTHEW K,O. LEE",,Journal of Management Information Systems,22,4,,,
1371,Madhu T Rao and Carol V Brown and William C Perkins,Host Country Resource Availability and Information System Control Mechanisms in Multinational Corporations: An Empirical Test of Resource Dependence Theory,,Journal of Management Information Systems,23,4,,,10.2753/MIS0742-1222230402
1372,Radhika P Jain and Judith C Simon and Robin S Poston,Mitigating Vendor Silence in Offshore Outsourcing: An Empirical Investigation,,Journal of Management Information Systems,27,4,,,10.2753/MIS0742-1222270409
1373,Eric W Stein and Eric W Stecn,A Method to Identify Candidates for Knowledge Acquisition,,Journal of Management Information Systems,9,2,,,
1374,Michael J Earl,Knowledge Management Strategies: Toward a Taxonomy MICHAEL EARL,,Journal of Management Information Systems,18,1,,,
1375,John W Satzinger,Computer Support for Group Work: Perceptions of the Usefulness of Support Scenarios and End-User Tools JOHN W. SATZINGER AND LORNE OLFMAN,,Journal of Management Information Systems,11,4,,,
1376,Henrik Lewe,The Design Process for a Computer-Supported Cooperative Work Research Laboratory: The Hohenheim CATeam Room HENRIK LEWE AND HELMUT KRCMAR,,Journal of Management Information Systems,8,3,,,
1377,"Sarma R Nidumolu and Mam R Subramani and Ram "" Nidumolu and Mani R Subramanl and Sloan Management",The Matrix of Control: Combining Process and Structure Approaches to Managing Software Development,,Journal of Management Information Systems,20,3,,,
1378,Robert G Fichman and Nigel P Melville,How Posture-Profile Misalignment in IT Innovation Diminishes Returns: Conceptual Development and Empirical Demonstration,,Journal of Management Information Systems,31,1,,,10.2753/MIS0742-1222310109
1379,Eric K Clemons and Karl Reiner Lang,"Newly Vulnerable Markets in an Age of Pure Information Products: An Analysis of Online Music and Online News ERIC K. CLHMONS, BIN GU, AND KARL REINER LANG",,Journal of Management Information Systems,19,3,,,
1380,Hsing Kenneth Cheng and Weiguo Fan and Peipei Guo and Hailiang Huang and Liangfei Qiu,"Can ""Gold Medal"" Online Sellers Earn Gold? The Impact of Reputation Badges on Sales",,Journal of Management Information Systems,37,4,,,10.1080/07421222.2020.1831776
1381,Moti Levr and Paul R Kleindorfer and D. J Wu and Moti Levi,"Codifiability, Relationship-Specific Information Technology Investment, and Optima] Contracting",,Journal of Management Information Systems,20,2,,,
1382,Peter Gomber and Robert J Kauffman and Chris Parker and Bruce W Weber,Special Issue: Financial Information Systems and the Fintech Revolution,,Journal of Management Information Systems,35,1,,,10.1080/07421222.2018.1440778
1383,Zeying Wan and Deborah Compeau and Nicole Haggerty,The Effects of Self-Regulated Learning Processes on E-Learning Outcomes in Organizational Settings,,Journal of Management Information Systems,29,1,,,10.2753/MIS0742-1222290109
1384,Iris Vessey and V. Ramesh and Robert L Glass,Research in Information Systems: An Empirical Study of Diversity in the Discipline and Its Journals,,Journal of Management Information Systems,19,2,,,
1385,Wonseok Oh and Michael J Gallivan and Joung W Kim,The Market's Perception of the Transactional Risks of Information Technology Outsourcing Announcements,,Journal of Management Information Systems,22,4,,,
1386,Jen-Hwa Paul and Hu,"Examining Firms' Green Information Technology Practices: A Hierarchical View of Key Drivers and Their Effects PAUL JEN-HWA HU, HAN-FEN HU, CHIH-PING WEI, AND PEI-FANG HSU",,Journal of Management Information Systems,33,4,,,10.1080/07421222.2016.1267532
1387,,Rosenbluth International: Strategic Transformation of a Successful Enterprise ERIC K. CLEMONS AND IL-HORN HANN,,Journal of Management Information Systems,16,2,,,
1388,Andrew B Whinston and !. ' ' ',,,Journal of Management Information Systems,6,1,,,
1389,Alan R Dennis and David Nunamaker and Paranka,Supporting the Search for Competitive Advantage,,Journal of Management Information Systems,8,1,,,
1390,,,,Journal of Management Information Systems,35,4,,,10.1080/07421222.2018.1522891
1391,Anton Ivanov,Impact of User-Generated Internet Content on Hospital Reputational Dynamics ANTON IVANOV AND RAJ SHARMAN,,Journal of Management Information Systems,35,4,,,10.1080/07421222.2018.1523603
1392,Robert J Kauffman and Thomas A Weber,Special Section: The Economics of Sharing and Information Security,,Journal of Management Information Systems,37,3,,,10.1080/07421222.2020.1790176
1393,James J Jiang and Jamie Y T Chang and Houn-Gee Chen and Eric T G Wang and Gary Klein,Achieving IT Program Goals with Integrative Conflict Management,,Journal of Management Information Systems,31,1,,,10.2753/MIS0742-1222310104
1394,J. Hu and Patrick Y K Chau and Olivia R Liu Sheng and Kar Van Tam,As YOU READ THE FIRST OF THE PAPERS IN THE SPECIAL SECTION On Strategic and Competitive Infonnation Systems that opens,,Journal of Management Information Systems,16,2,,,
1395,Lihui Lin,"Network Effects and Technology Licensing with Fixed Fee, Royalty, and Hybrid Contracts LIHUI LIN AND NALIN KULATILAKA",,Journal of Management Information Systems,23,2,,,10.2753/MIS0742-1222230205
1396,Han Zhang and Sulin Ba and Andrew B Whinston and Hugh Roy,"Choice of Transaction Channels: The Effects of Product Characteristics on Market Evolution SULIN BA, JAN STALLAERT, ANDREW B. WHINSTON, AND",,Journal of Management Information Systems,21,4,,,
1397,Thomas A Weber,"Intermediation in a Sharing Economy: Insurance, Moral Hazard, and Rent Extraction",,Journal of Management Information Systems,31,3,,,10.1080/07421222.2014.995520
1398,Ken Peffers and Tuure Tuunanen and Marcus A Rothenberger and Samir Chatterjee,A Design Science Research Methodology for Information Systems Research,,Journal of Management Information Systems,24,3,,,10.2753/MIS0742-1222240302
1399,Tao Chen and Hsing Kenneth Cheng and Jimmy Jin and Shengli Li and Liangfei Qiu,Impact of Competition on Innovations of IT Industry: An Empirical Investigation,,Journal of Management Information Systems,38,3,,,10.1080/07421222.2021.1962590
1400,Paul Benjamin and Nicholas C Romano and Jeffrey L Jenkins and Randy W Guthrie,The CMC Interactivity Model: How Interactivity Enhances Communication Quality and Process Satisfaction in Lean-Media Groups,,Journal of Management Information Systems,26,1,,,10.2753/MIS0742-1222260107
1401,Matthew L Jensen and Michael Dinger and Ryan T Wright and Jason Bennett Thatcher,Training to Mitigate Phishing Attacks Using Mindfulness Techniques,,Journal of Management Information Systems,34,2,,,10.1080/07421222.2017.1334499
1402,,,,Journal of Management Information Systems,33,4,,,10.1080/07421222.2016.1267511
1403,Thomas A Weber,Product Pricing in a Peer-to-Peer Economy,,Journal of Management Information Systems,33,2,,,10.1080/07421222.2016.1205933
1404,Lionel P Robert and Alan R Dennis and Yu-Ting Caisy and Hung Lionel and P. Robert,Individual Swift Trust and Knowledge-Based Trust in Face-to-Face and Virtual Team Members,,Journal of Management Information Systems,26,2,,,10.2753/MIS0742-1222260210
1405,Nikhil Mehta,Knowledge Integration in Outsourced Software Development: The Role of Sentry and Guard Processes NIKHIL MEHTA AND ANANDHI BHARADWAJ,,Journal of Management Information Systems,32,1,,,10.1080/07421222.2015.1029381
1406,J. Alberto Espinosa and Jonathon N Cummings and Jeanne M Wilson and Brandi M Pearce and M. Wilson,Team Boundary Issues Across Multiple Global Firms,,Journal of Management Information Systems,19,4,,,
1407,,Validating an Expert System for Financial Statement Planning,,Journal of Management Information Systems,10,3,,,
1408,,,,Journal of Management Information Systems,35,3,,,10.1080/07421222.2018.1481628
1409,Thompson S H Teo and William R King,Integration between Business Planning and Information Systems Planning: An Evolutionary-Contingency Perspective,,Journal of Management Information Systems,14,1,,,
1410,Robert J Kauffman and Thomas A Weber,Special Section: The Digital Transformation of Vertical Organizational Relationships,,Journal of Management Information Systems,35,3,,,10.1080/07421222.2018.1481646
1411,Ram L Kumar and Sungjune Park and Chandrasekar Subramaniam,Understanding the Value of Countermeasure Portfolios in Information Systems Security,,Journal of Management Information Systems,25,2,,,10.2753/MIS0742-1222250210
1412,Zhulei Tang and Jeffrey Hu and Michael D Smith,"Gaining Trust Through Online Privacy Protection: Self-Regulation, Mandatory Standards, or Caveat Emptor ZHULEI TANG, YU (JEFFREY) HU, AND MICHAEL D. SMITH",,Journal of Management Information Systems,24,4,,,10.2753/MIS0742-1222240406
1413,Kholekile L Gwebu and Jing Wang and L. I Wang and George W Daverio,The Role of Corporate Reputation and Crisis Response Strategies in Data Breach Management,,Journal of Management Information Systems,35,2,,,10.1080/07421222.2018.1451962
1414,David Bargeron and Jonathan Grudin and Anoop Gupta and Elizabeth Sanocki and Francis Li and Scott Leetiernan,Asynchronous Collaboration Around Multimedia Applied to On-Demand Education,,Journal of Management Information Systems,18,4,,,
1415,,,,Journal of Management Information Systems,24,2,,,10.2753/MIS0742-1222240206
1416,James Y L Thong,Engagement of External Expertise in Information Systems Implementation,,Journal of Management Information Systems,11,2,,,
1417,,,,Journal of Management Information Systems,15,2,,,
1418,J. Alberto Espinosa and Ning Nan and Erran Carmel,"Temporal Distance, Communication Patterns, and Task Performance in Teams",,Journal of Management Information Systems,32,1,,,10.1080/07421222.2015.1029390
1419,Kim Wüllenweber,"Hybrid Relational-Contractual Governance for Business Process Outsourcing AruN rAI, MArk kEIl, rOb HOrNyAk, AND",,Journal of Management Information Systems,29,2,,,10.2753/MIS0742-1222290208
1420,I. Robert Chiang,Delivery Consolidation and Service Competition Among Internet Service Providers I. ROBERT CHIANG AND JHIH-HUA JHANG-LI,,Journal of Management Information Systems,31,3,,,10.1080/07421222.2014.995561
1421,Amrit Tiwana,Platform Desertion by App Developers,,Journal of Management Information Systems,32,4,,,10.1080/07421222.2015.1138365
1422,Lawrence A West and A. Lawrence and West,Private Markets for Public Goods: Pricing Strategies of Online Database Vendors,,Journal of Management Information Systems,17,1,,,
1423,Mitzi G Pitts and Glenn J Browne and Mitzl G Pitts,Stopping Behavior of Systems Analysts During Information Requirements Elicitation,,Journal of Management Information Systems,21,1,,,
1424,Ming Fan and Subodha Kumar and Andrew B Whinston,Selling or Advertising: Strategies for Providing Digital Media Online,,Journal of Management Information Systems,24,3,,,10.2753/MIS0742-1222240305
1425,Yang Jiang and Chad Ho and Xiangbin Yan and Yong Tan and Jan Dempsey,"Investor Platform Choice: Herding, Platform Attributes, and Regulations",,Journal of Management Information Systems,35,1,,,10.1080/07421222.2018.1440770
1426,Robert K Griffin and Dirk Baldwin,Self-Management Information System for the Service Industry: A Conceptual Model,,Journal of Management Information Systems,10,4,,,
1427,Anitesh Barua and Deepa Mani,Augmenting Conflict Resolution with Informational Response: A Holistic View of Governance Choice in Business Process Outsourcing,,Journal of Management Information Systems,31,3,,,10.1080/07421222.2014.995530
1428,Erik Brynjolfsson and Meng Liu and George Westerman,Do Computers Reduce the Value of Worker Persistence?,,Journal of Management Information Systems,39,1,,,10.1080/07421222.2021.2023406
1429,,,,Journal of Management Information Systems,24,3,,,10.2753/MIS0742-1222240300
1430,James J Jiang and Gary Klein,Supervisor Support and Career Anchor Impact on the Career Satisfaction of the Entry-Level Information Systems Professional,,Journal of Management Information Systems,16,3,,,
1431,Weiyin Hong and James Y L Thong and Wai-Man Wong and Kar-Yantam Weiyin Hong,Determinants of User Acceptance of Digital Libraries: An Empirical Examination of Individnal Differences and System Characteristics,,Journal of Management Information Systems,18,3,,,
1432,Stephan Ludwig and Tom Van Laer and K. O De Ruyter and Mike Friedman,Untangling a Web of Lies: Exploring Automated Detection of Deception in Computer-Mediated Communication,,Journal of Management Information Systems,33,2,,,10.1080/07421222.2016.1205927
1433,,,,Journal of Management Information Systems,23,4,,,10.2753/MIS0742-1222230401
1434,Jay F Nunamaker and Ralph H Sprague,"Special Issue: Organizational Impact of Group Support Systems, Expert Systems, and Executive Information Systems",,Journal of Management Information Systems,10,3,,,
1435,Yannis Vassiliou,On the Interactive Use of Databases: Query Languages,,Journal of Management Information Systems,1,3,,,
1436,Ramiro Montealegre,A Temporal Model of Institutional Interventions for Information Technology Adoption in Less-Developed Countries,,Journal of Management Information Systems,16,1,,,
1437,Eric T G Wang and Gary Klein and James J Jiang and William E Simon,ERP Misfit: Country of Origin and Organizational Factors,,Journal of Management Information Systems,23,1,,,
1438,Didem Demirhan and S. Varghese and Jacob and Varghese S Jacob and Max M Fisher,Information Technology Investment Strategies Under Declining Technology Cost,,Journal of Management Information Systems,22,3,,,
1439,,,,Journal of Management Information Systems,2,1,,,
1440,S. Sakthivel and Mohan R Tanniru,Information System Verification and Validation during Requirement Analysis Using Petri Nets,,Journal of Management Information Systems,5,3,,,
1441,Chienting Lin and Jay F Nunamaker,Verifying the Proximity and Size Hypothesis for Self-Organizing Maps,,Journal of Management Information Systems,16,3,,,
1442,Vandana Ramachandran,Managers' Judgments of Performance in IT Services Outsourcing VaNDaNa RaMachaNDRaN aND aNaNDaSIVaM GOpal,,Journal of Management Information Systems,26,4,,,10.2753/MIS0742-1222260407
1443,Aaron Baird and Elizabeth Davidson and Lars Mathiassen,Reflective Technology Assimilation: Facilitating Electronic Health Record Assimilation in Small Physician Practices,,Journal of Management Information Systems,34,3,,,10.1080/07421222.2017.1373003
1444,R. Ryan Nelson and Peter A Todd and Barbara H Wixom and R. Ryan Nelson,Antecedents of Information and System Quality: An Empirical Examination Within the Context of Data Warehousing,,Journal of Management Information Systems,21,4,,,
1445,John Tillquist,Participation on Electronic Bulletin Board Systems: An Empirical Analysis of Work Value Congruency,,Journal of Management Information Systems,13,1,,,
1446,Ka Chung Ng and Xiaojun Zhang and James Y L Thong and Yan Tam,Protecting Against Threats to Information Security: An Attitudinal Ambivalence Perspective,,Journal of Management Information Systems,38,3,,,10.1080/07421222.2021.1962601
1447,Gert-Jan De Vreede and Noel Jones and Rabson J Mgaya and Gbrt-Jan De Vreede,Exploring the Application and Acceptance of Group Support Systems in Africa,,Journal of Management Information Systems,15,3,,,
1448,,,,Journal of Management Information Systems,28,1,,,10.2753/MIS0742-1222280100
1449,Xitong Li,Could Deal Promotion Improve Merchants' Online Reputations? The Moderating Role of Prior Reviews,,Journal of Management Information Systems,33,1,,,10.1080/07421222.2016.1172450
1450,Lan Cao and Kannan Mohan and Balasubramaniam Ramesh and Sumantra Sarkar,Evolution of Governance: Achieving Ambidexterity in IT Outsourcing,,Journal of Management Information Systems,30,3,,,10.2753/MIS0742-1222300305
1451,Eric K Clemons and Robert J Kauffman and Weber,"Special Section: Information and Technology: Understanding New Strategies for Firms, Networks, and Markets",,Journal of Management Information Systems,28,2,,,10.2753/MIS0742-1222280201
1452,Panos M Markopoulos and Ravi Aron and Lyle H Ungar,Product Information Websites: Are They Good for Consumers?,,Journal of Management Information Systems,33,3,,,10.1080/07421222.2016.1243885
1453,Rajiv M Dewan and Marshall L Freimer,Consumers Prefer Bundled Add-ins RAJIV IVI. DEWAN AND JVIARSHALL L. FREMER,,Journal of Management Information Systems,20,2,,,
1454,Stephen F Roehrig,Incompletely Specified Probabilistic Networks STEPHEN F.ROEHRIG,,Journal of Management Information Systems,12,3,,,
1455,Eric K Clemons and Bruce W Weber,Special Section: Strategic and Competitive Information Systems,,Journal of Management Information Systems,13,2,,,
1456,Youngohc Yoon,Assessing Expert Systems Impact on Users' Jobs YOUNGOHC YOON AND TOR GUIMARAES,,Journal of Management Information Systems,12,1,,,
1457,David J Pauleen,An Inductively Derived Model of Leader-Initiated Relationship Building with Virtual Team Members,,Journal of Management Information Systems,20,3,,,
1458,Oliver Krancher and Pascal Luther and Marc Jost,Key Affordances of Platform-as-a-Service: Self-Organization and Continuous Feedback,,Journal of Management Information Systems,35,3,,,10.1080/07421222.2018.1481636
1459,Slrkka L Jarvenpaa and D. Sandy Staples,Exploring Perceptions of Organizational Ownership of Information and Expertise SIRKKA L. JARVENPAA AND D. SANDY STAPLES,,Journal of Management Information Systems,18,1,,,
1460,Shu Han and Jason Kuruzovich and T. Ravichandran,Service Expansion of Product Firms in the Information Technology Industry: An Empirical Study,,Journal of Management Information Systems,29,4,,,10.2753/MIS0742-1222290405
1461,Manfred Kochen,Are MIS Frameworks Premature?,,Journal of Management Information Systems,2,3,,,
1462,Ravi Bapna and Paulo Goes and Alok Gupta,Auctioning Vertically Integrated Online Services: Computational Approaches for Real-Time Allocation,,Journal of Management Information Systems,25,3,,,10.2753/MIS0742-1222250302
1463,Gediminas Adomavicius and Jesse Bockstedt and Shawn P Curley,Bundling Effects on Variety Seeking for Digital Information Goods,,Journal of Management Information Systems,31,4,,,10.1080/07421222.2014.1001266
1464,Vidyanand Choudhary and Joseph Vithayathil,The Impact of Cloud Computing: Should the IT Department Be Organized as a Cost Center or a Profit Center?,,Journal of Management Information Systems,30,2,,,10.2753/MIS0742-1222300203
1465,Gwendolyn L Kolfschoten and Gert-Jan De Vreede,A Design Approach for Collaboration Processes: A Multimethod Design Science Study in Collaboration Engineering,,Journal of Management Information Systems,26,1,,,10.2753/MIS0742-1222260109
1466,John G Burch,Adaptation of Information Systems Building Blocks to Design Forces,,Journal of Management Information Systems,3,1,,,
1467,Eric L Santanen and Robert O Briggs and Gert-Jan De Vreede,Causal Relationships in Creative Problem Solving: Comparing Facilitation Interventions for Ideation,,Journal of Management Information Systems,20,4,,,
1468,,,,Journal of Management Information Systems,31,3,,,10.1080/07421222.2014.994587
1469,Jeffrey G Proudfoot and Jeffrey L Jenkins and Judee K Burgoon and Jay F Nunamaker and G. Jeffrey and Proudfoot,More Than Meets the Eye: How Oculometric Behaviors Evolve Over the Course of Automated Deception Detection Interactions,,Journal of Management Information Systems,33,2,,,10.1080/07421222.2016.1205929
1470,,,,Journal of Management Information Systems,37,2,,,10.1080/07421222.2020.1759340
1471,Henri Barki and Suzanne Rivard and Jean Talbot and Henrr Barki,An Integrative Contingency Model of Software Project Risk Management,,Journal of Management Information Systems,17,4,,,
1472,A. Chaudhury and Kjchan Nam and H. Raghav and Rao A Chaudhury and H. Raghav Rao,Management of Information Systems Outsourcing: A Bidding Perspective,1987.0,Journal of Management Information Systems,12,2,,,
1473,Gary Klein,Developing Model Strings for Model Managers,,Journal of Management Information Systems,3,2,,,
1474,Taha Havakhor,Team Processes in Virtual Knowledge Teams: The Effects of Reputation Signals and Network Density TAHA HAVAKHOR AND RAJIV SABHERWAL,,Journal of Management Information Systems,35,1,,,10.1080/07421222.2018.1440755
1475,Yu Wang and Yu Chen and Bonwoo Koo,Open to Your Rival: Competition between Open Source and Proprietary Software under Indirect Network Effects,,Journal of Management Information Systems,37,4,,,10.1080/07421222.2020.1831777
1476,Josephine Wolff,Perverse Effects in Defense of Computer Systems: When More Is Less JOSEPHINE WOLFF,,Journal of Management Information Systems,33,2,,,10.1080/07421222.2016.1205934
1477,Brian E Mennecke and Joseph S Valacich,"Information Is What You Make of It: The Influence of Group History and Computer Support on Information Sharing, Decision Quality, and Member Perceptions",,Journal of Management Information Systems,15,2,,,
1478,James Ireland Cash and Poppy L Mcleod,Managing the Introduction of Information Systems Technology in Strategically Dependent Companies,,Journal of Management Information Systems,1,4,,,
1479,Lena Hylving,"Nuanced Responses to Enterprise Architecture Management: Loyalty, Voice, and Exit LENA HYLVING AND BENDIK BYGSTAD",,Journal of Management Information Systems,36,1,,,10.1080/07421222.2018.1550549
1480,H. Michael Chung,"Special Section: Data Mining H. MICHAEL CHUNG AND PAUL GRAY, Guest Editors",,Journal of Management Information Systems,16,1,,,
1481,Steven Walczak,Gaining Competitive Advantage for Trading in Emerging Capital Markets with Neural Networks,,Journal of Management Information Systems,16,2,,,
1482,Jianqing Chen and Hong Xu and Andrew B Whinston,Moderated Online Communities and Quality of User-Generated Content,,Journal of Management Information Systems,28,2,,,10.2753/MIS0742-1222280209
1483,Kevin Zhu and Kenneth L Kraemer and Sean Xu and Jason Dedrick,Information Technology Payoff in E-Business Environments: An International Perspective on Value Creation of E-Business in the Financial Services Industry,,Journal of Management Information Systems,21,1,,,
1484,Michael J Ginzberg and Betty Vandenbosch,Lotus Notes® and Collaboration: Plus ga change,,Journal of Management Information Systems,13,3,,,
1485,,Special Issue: Immersive Systems,,Journal of Management Information Systems,36,3,,,10.1080/07421222.2019.1628874
1486,Krishnamohan Balachandran and Jan Buzydlowski and Garett Dworman and Steven O Kimbrough and Tate Shafer and William J Vachula,MOTC: An Interactive Aid for Multidimensional Hypothesis Generation,,Journal of Management Information Systems,16,1,,,
1487,Neveen F Awad,Establishing Trust in Electronic Commerce Through Online Word of Mouth: An Examination Across Genders NEVEEN F. AWAD AND ARIK RAGOWSKY,,Journal of Management Information Systems,24,4,,,10.2753/MIS0742-1222240404
1488,Patrick Y K Chau and Paul J Hu,Examining a Model of Information Technology Acceptance by Individual Professionals: An Exploratory Study,,Journal of Management Information Systems,18,4,,,
1489,Abhishek Kathuria and Arti Mann and Jiban Khuntia and Terence J V Saldanha and Robert J Kauffman,A Strategic Value Appropriation Path for Cloud Computing,,Journal of Management Information Systems,35,3,,,10.1080/07421222.2018.1481635
