merged_origins
"['source_1.bib/0000001658', 'source_1.bib/0000007880']"
"['source_1.bib/0000003255', 'source_1.bib/0000006993']"
"['source_1.bib/0000004236', 'source_1.bib/0000008742']"
"['source_1.bib/0000004492', 'source_1.bib/0000006089']"
"['source_1.bib/0000001303', 'source_1.bib/0000006057']"
"['source_1.bib/0000003519', 'source_1.bib/0000008704']"
"['source_1.bib/0000003964', 'source_1.bib/0000009021']"
"['source_1.bib/0000002202', 'source_1.bib/0000008157']"
"['source_1.bib/0000002697', 'source_1.bib/0000006564']"
"['source_1.bib/0000004043', 'source_1.bib/0000008976', 'source_1.bib/0000009028']"
"['source_1.bib/0000003766', 'source_1.bib/0000005681']"
"['source_1.bib/0000002994', 'source_1.bib/0000007231']"
"['source_1.bib/0000001295', 'source_1.bib/0000008267']"
"['source_1.bib/0000004131', 'source_1.bib/0000009011']"
"['source_1.bib/0000000535', 'source_1.bib/0000006382']"
"['source_1.bib/0000003209', 'source_1.bib/0000007976']"
"['source_1.bib/0000000603', 'source_1.bib/0000006763']"
"['source_1.bib/0000001460', 'source_1.bib/0000008449']"
"['source_1.bib/0000000895', 'source_1.bib/0000008466']"
"['source_1.bib/0000000587', 'source_1.bib/0000008663']"
"['source_1.bib/0000004267', 'source_1.bib/0000006783']"
"['source_1.bib/0000003832', 'source_1.bib/0000009173', 'source_1.bib/0000009177']"
"['source_1.bib/0000001188', 'source_1.bib/0000004858']"
"['source_1.bib/0000000945', 'source_1.bib/0000008364']"
"['source_1.bib/0000003091', 'source_1.bib/0000008958']"
"['source_1.bib/0000004128', 'source_1.bib/0000008873']"
"['source_1.bib/0000003710', 'source_1.bib/0000005501']"
"['source_1.bib/0000002301', 'source_1.bib/0000005386']"
"['source_1.bib/0000000379', 'source_1.bib/0000008600', 'source_1.bib/0000008667']"
"['source_1.bib/0000000584', 'source_1.bib/0000007099']"
"['source_1.bib/0000002899', 'source_1.bib/0000007662']"
"['source_1.bib/0000001366', 'source_1.bib/0000005353']"
"['source_1.bib/0000000807', 'source_1.bib/0000007042']"
"['source_1.bib/0000003043', 'source_1.bib/0000007469']"
"['source_1.bib/0000000637', 'source_1.bib/0000008387']"
"['source_1.bib/0000002771', 'source_1.bib/0000009166']"
"['source_1.bib/0000002402', 'source_1.bib/0000009128']"
"['source_1.bib/0000002612', 'source_1.bib/0000005925']"
"['source_1.bib/0000002274', 'source_1.bib/0000008602']"
"['source_1.bib/0000004027', 'source_1.bib/0000008396']"
"['source_1.bib/0000004094', 'source_1.bib/0000004864']"
"['source_1.bib/0000001668', 'source_1.bib/0000006793']"
"['source_1.bib/0000004433', 'source_1.bib/0000007608']"
"['source_1.bib/0000001774', 'source_1.bib/0000008685']"
"['source_1.bib/0000004056', 'source_1.bib/0000009105']"
"['source_1.bib/0000003520', 'source_1.bib/0000008614']"
"['source_1.bib/0000004670', 'source_1.bib/0000008213']"
"['source_1.bib/0000002092', 'source_1.bib/0000007754']"
"['source_1.bib/0000003588', 'source_1.bib/0000007428']"
"['source_1.bib/0000004483', 'source_1.bib/0000008564']"
"['source_1.bib/0000001531', 'source_1.bib/0000008924']"
"['source_1.bib/0000003210', 'source_1.bib/0000006909']"
"['source_1.bib/0000004457', 'source_1.bib/0000005289']"
"['source_1.bib/0000003099', 'source_1.bib/0000008970']"
"['source_1.bib/0000002455', 'source_1.bib/0000006047']"
"['source_1.bib/0000002128', 'source_1.bib/0000007483']"
"['source_1.bib/0000004273', 'source_1.bib/0000006424']"
"['source_1.bib/0000002143', 'source_1.bib/0000007283']"
"['source_1.bib/0000004637', 'source_1.bib/0000007139']"
"['source_1.bib/0000004605', 'source_1.bib/0000005608']"
"['source_1.bib/0000003897', 'source_1.bib/0000005052']"
"['source_1.bib/0000004373', 'source_1.bib/0000005456']"
"['source_1.bib/0000003309', 'source_1.bib/0000006494']"
"['source_1.bib/0000002417', 'source_1.bib/0000006349']"
"['source_1.bib/0000003227', 'source_1.bib/0000005733']"
"['source_1.bib/0000001551', 'source_1.bib/0000006350']"
"['source_1.bib/0000004525', 'source_1.bib/0000008333']"
"['source_1.bib/0000000492', 'source_1.bib/0000009179']"
"['source_1.bib/0000001112', 'source_1.bib/0000007865']"
"['source_1.bib/0000003867', 'source_1.bib/0000008816']"
"['source_1.bib/0000003080', 'source_1.bib/0000008165']"
"['source_1.bib/0000002341', 'source_1.bib/0000008796']"
"['source_1.bib/0000003017', 'source_1.bib/0000009132']"
"['source_1.bib/0000004635', 'source_1.bib/0000005890']"
"['source_1.bib/0000004625', 'source_1.bib/0000006820']"
"['source_1.bib/0000001274', 'source_1.bib/0000009047']"
"['source_1.bib/0000000938', 'source_1.bib/0000008059']"
"['source_1.bib/0000003316', 'source_1.bib/0000006051']"
"['source_1.bib/0000004450', 'source_1.bib/0000007417']"
"['source_1.bib/0000000806', 'source_1.bib/0000007121', 'source_1.bib/0000007146']"
"['source_1.bib/0000002944', 'source_1.bib/0000005722']"
"['source_1.bib/0000000799', 'source_1.bib/0000007114']"
"['source_1.bib/0000004228', 'source_1.bib/0000006223', 'source_1.bib/0000006287']"
"['source_1.bib/0000002319', 'source_1.bib/0000006721']"
"['source_1.bib/0000002297', 'source_1.bib/0000008361']"
"['source_1.bib/0000001136', 'source_1.bib/0000007773']"
"['source_1.bib/0000000525', 'source_1.bib/0000008156']"
"['source_1.bib/0000004138', 'source_1.bib/0000009144']"
"['source_1.bib/0000003030', 'source_1.bib/0000007335']"
"['source_1.bib/0000002273', 'source_1.bib/0000008042']"
"['source_1.bib/0000001195', 'source_1.bib/0000007922']"
"['source_1.bib/0000004424', 'source_1.bib/0000007725', 'source_1.bib/0000007870']"
"['source_1.bib/0000003462', 'source_1.bib/0000005719']"
"['source_1.bib/0000001421', 'source_1.bib/0000005988']"
"['source_1.bib/0000004076', 'source_1.bib/0000004984']"
"['source_1.bib/0000002748', 'source_1.bib/0000007317']"
"['source_1.bib/0000001905', 'source_1.bib/0000005417']"
"['source_1.bib/0000003478', 'source_1.bib/0000007228']"
"['source_1.bib/0000001704', 'source_1.bib/0000008753']"
"['source_1.bib/0000003605', 'source_1.bib/0000007862']"
"['source_1.bib/0000002272', 'source_1.bib/0000007890']"
"['source_1.bib/0000004458', 'source_1.bib/0000006947']"
"['source_1.bib/0000002609', 'source_1.bib/0000008099']"
"['source_1.bib/0000002799', 'source_1.bib/0000008105']"
"['source_1.bib/0000002623', 'source_1.bib/0000007934']"
"['source_1.bib/0000001902', 'source_1.bib/0000008445']"
"['source_1.bib/0000002686', 'source_1.bib/0000008548']"
"['source_1.bib/0000002491', 'source_1.bib/0000007894']"
"['source_1.bib/0000002180', 'source_1.bib/0000006537']"
"['source_1.bib/0000002512', 'source_1.bib/0000007293']"
"['source_1.bib/0000003747', 'source_1.bib/0000008929']"
"['source_1.bib/0000001476', 'source_1.bib/0000006514']"
"['source_1.bib/0000002132', 'source_1.bib/0000006232']"
"['source_1.bib/0000000453', 'source_1.bib/0000008393']"
"['source_1.bib/0000002061', 'source_1.bib/0000007994']"
"['source_1.bib/0000003904', 'source_1.bib/0000007420']"
"['source_1.bib/0000000497', 'source_1.bib/0000007150']"
"['source_1.bib/0000000498', 'source_1.bib/0000007345']"
"['source_1.bib/0000003883', 'source_1.bib/0000005614']"
"['source_1.bib/0000000412', 'source_1.bib/0000006748']"
"['source_1.bib/0000004673', 'source_1.bib/0000004890']"
"['source_1.bib/0000003306', 'source_1.bib/0000005244']"
"['source_1.bib/0000004313', 'source_1.bib/0000006720']"
"['source_1.bib/0000000706', 'source_1.bib/0000006914', 'source_1.bib/0000006926']"
"['source_1.bib/0000002563', 'source_1.bib/0000008451']"
"['source_1.bib/0000002871', 'source_1.bib/0000006216']"
"['source_1.bib/0000001261', 'source_1.bib/0000007423']"
"['source_1.bib/0000003760', 'source_1.bib/0000009191']"
"['source_1.bib/0000002843', 'source_1.bib/0000004779']"
"['source_1.bib/0000000576', 'source_1.bib/0000004943']"
"['source_1.bib/0000001513', 'source_1.bib/0000008778']"
"['source_1.bib/0000001060', 'source_1.bib/0000008091']"
"['source_1.bib/0000003428', 'source_1.bib/0000005387']"
"['source_1.bib/0000001525', 'source_1.bib/0000006655']"
"['source_1.bib/0000001168', 'source_1.bib/0000005436']"
"['source_1.bib/0000002000', 'source_1.bib/0000006812']"
"['source_1.bib/0000003703', 'source_1.bib/0000008718']"
"['source_1.bib/0000002082', 'source_1.bib/0000009139']"
"['source_1.bib/0000001233', 'source_1.bib/0000008307']"
"['source_1.bib/0000002505', 'source_1.bib/0000006956']"
"['source_1.bib/0000002184', 'source_1.bib/0000005197']"
"['source_1.bib/0000003398', 'source_1.bib/0000007374']"
"['source_1.bib/0000002204', 'source_1.bib/0000007782']"
"['source_1.bib/0000003053', 'source_1.bib/0000006420']"
"['source_1.bib/0000003941', 'source_1.bib/0000004875', 'source_1.bib/0000005083', 'source_1.bib/0000005084']"
"['source_1.bib/0000002627', 'source_1.bib/0000006691', 'source_1.bib/0000006713']"
"['source_1.bib/0000000960', 'source_1.bib/0000008164']"
"['source_1.bib/0000002070', 'source_1.bib/0000007613']"
"['source_1.bib/0000001989', 'source_1.bib/0000006958']"
"['source_1.bib/0000000647', 'source_1.bib/0000007296']"
"['source_1.bib/0000002955', 'source_1.bib/0000007354']"
"['source_1.bib/0000004113', 'source_1.bib/0000008342']"
"['source_1.bib/0000004048', 'source_1.bib/0000006518']"
"['source_1.bib/0000002208', 'source_1.bib/0000005907', 'source_1.bib/0000005968']"
"['source_1.bib/0000002622', 'source_1.bib/0000006746']"
"['source_1.bib/0000002594', 'source_1.bib/0000004897']"
"['source_1.bib/0000002420', 'source_1.bib/0000006737']"
"['source_1.bib/0000003987', 'source_1.bib/0000005171']"
"['source_1.bib/0000003715', 'source_1.bib/0000009167']"
"['source_1.bib/0000000617', 'source_1.bib/0000008829']"
"['source_1.bib/0000004153', 'source_1.bib/0000006798']"
"['source_1.bib/0000001919', 'source_1.bib/0000006829']"
"['source_1.bib/0000000969', 'source_1.bib/0000006809']"
"['source_1.bib/0000000957', 'source_1.bib/0000007133']"
"['source_1.bib/0000002110', 'source_1.bib/0000006558']"
"['source_1.bib/0000003288', 'source_1.bib/0000005454']"
"['source_1.bib/0000002437', 'source_1.bib/0000006445']"
"['source_1.bib/0000001098', 'source_1.bib/0000006433']"
"['source_1.bib/0000001279', 'source_1.bib/0000004972']"
"['source_1.bib/0000004472', 'source_1.bib/0000005300']"
"['source_1.bib/0000003714', 'source_1.bib/0000007286']"
"['source_1.bib/0000003383', 'source_1.bib/0000007135', 'source_1.bib/0000007303']"
"['source_1.bib/0000001559', 'source_1.bib/0000008269']"
"['source_1.bib/0000003330', 'source_1.bib/0000005913']"
"['source_1.bib/0000001108', 'source_1.bib/0000006868']"
"['source_1.bib/0000002473', 'source_1.bib/0000008758']"
"['source_1.bib/0000002790', 'source_1.bib/0000006641']"
"['source_1.bib/0000002487', 'source_1.bib/0000008081']"
"['source_1.bib/0000002693', 'source_1.bib/0000008073']"
"['source_1.bib/0000003254', 'source_1.bib/0000006683', 'source_1.bib/0000006846']"
"['source_1.bib/0000002001', 'source_1.bib/0000006376']"
"['source_1.bib/0000004451', 'source_1.bib/0000006967']"
"['source_1.bib/0000001320', 'source_1.bib/0000006258']"
"['source_1.bib/0000001410', 'source_1.bib/0000008984']"
"['source_1.bib/0000003554', 'source_1.bib/0000007101']"
"['source_1.bib/0000001164', 'source_1.bib/0000009176']"
"['source_1.bib/0000003267', 'source_1.bib/0000009050']"
"['source_1.bib/0000002465', 'source_1.bib/0000008265']"
"['source_1.bib/0000002765', 'source_1.bib/0000008571']"
"['source_1.bib/0000003222', 'source_1.bib/0000005017']"
"['source_1.bib/0000004180', 'source_1.bib/0000004812']"
"['source_1.bib/0000004169', 'source_1.bib/0000007619']"
"['source_1.bib/0000003584', 'source_1.bib/0000008377']"
"['source_1.bib/0000000800', 'source_1.bib/0000008247', 'source_1.bib/0000008288']"
"['source_1.bib/0000002010', 'source_1.bib/0000008771']"
"['source_1.bib/0000001311', 'source_1.bib/0000007969']"
"['source_1.bib/0000002026', 'source_1.bib/0000008120']"
"['source_1.bib/0000001654', 'source_1.bib/0000008386']"
"['source_1.bib/0000003838', 'source_1.bib/0000009048']"
"['source_1.bib/0000001859', 'source_1.bib/0000005091', 'source_1.bib/0000005163']"
"['source_1.bib/0000000381', 'source_1.bib/0000008947']"
"['source_1.bib/0000000667', 'source_1.bib/0000007222']"
"['source_1.bib/0000002190', 'source_1.bib/0000007167']"
"['source_1.bib/0000004631', 'source_1.bib/0000007050']"
"['source_1.bib/0000004632', 'source_1.bib/0000007086']"
"['source_1.bib/0000004555', 'source_1.bib/0000006462', 'source_1.bib/0000006480']"
"['source_1.bib/0000004633', 'source_1.bib/0000007187']"
"['source_1.bib/0000004476', 'source_1.bib/0000005449']"
"['source_1.bib/0000002018', 'source_1.bib/0000005613']"
"['source_1.bib/0000003347', 'source_1.bib/0000005255', 'source_1.bib/0000005286']"
"['source_1.bib/0000000367', 'source_1.bib/0000006590']"
"['source_1.bib/0000000502', 'source_1.bib/0000005176']"
"['source_1.bib/0000000980', 'source_1.bib/0000004789']"
"['source_1.bib/0000001938', 'source_1.bib/0000006825']"
"['source_1.bib/0000002002', 'source_1.bib/0000006744']"
"['source_1.bib/0000001665', 'source_1.bib/0000005112']"
"['source_1.bib/0000001515', 'source_1.bib/0000005425']"
"['source_1.bib/0000000906', 'source_1.bib/0000004772']"
"['source_1.bib/0000002603', 'source_1.bib/0000005895']"
"['source_1.bib/0000000708', 'source_1.bib/0000004951', 'source_1.bib/0000005105', 'source_1.bib/0000005162']"
"['source_1.bib/0000004229', 'source_1.bib/0000006423']"
"['source_1.bib/0000002117', 'source_1.bib/0000007028']"
"['source_1.bib/0000000977', 'source_1.bib/0000006815']"
"['source_1.bib/0000002381', 'source_1.bib/0000005636']"
"['source_1.bib/0000000828', 'source_1.bib/0000005274']"
"['source_1.bib/0000002416', 'source_1.bib/0000006472']"
"['source_1.bib/0000000655', 'source_1.bib/0000005500']"
"['source_1.bib/0000001978', 'source_1.bib/0000006984']"
"['source_1.bib/0000004297', 'source_1.bib/0000007302']"
"['source_1.bib/0000004298', 'source_1.bib/0000007529', 'source_1.bib/0000007637']"
"['source_1.bib/0000001847', 'source_1.bib/0000005364']"
"['source_1.bib/0000004175', 'source_1.bib/0000005359']"
"['source_1.bib/0000004394', 'source_1.bib/0000007363']"
"['source_1.bib/0000004343', 'source_1.bib/0000007530', 'source_1.bib/0000007638']"
"['source_1.bib/0000002303', 'source_1.bib/0000005468']"
"['source_1.bib/0000002158', 'source_1.bib/0000007079']"
"['source_1.bib/0000001939', 'source_1.bib/0000006435']"
"['source_1.bib/0000001613', 'source_1.bib/0000006370']"
"['source_1.bib/0000003138', 'source_1.bib/0000008282']"
"['source_1.bib/0000003861', 'source_1.bib/0000008189']"
"['source_1.bib/0000002413', 'source_1.bib/0000009157']"
"['source_1.bib/0000001027', 'source_1.bib/0000006054']"
"['source_1.bib/0000002526', 'source_1.bib/0000006500']"
"['source_1.bib/0000002054', 'source_1.bib/0000008178']"
"['source_1.bib/0000001028', 'source_1.bib/0000006694']"
"['source_1.bib/0000004294', 'source_1.bib/0000005444']"
"['source_1.bib/0000000387', 'source_1.bib/0000008446']"
"['source_1.bib/0000003500', 'source_1.bib/0000009055']"
"['source_1.bib/0000002523', 'source_1.bib/0000006658']"
"['source_1.bib/0000003458', 'source_1.bib/0000008100']"
"['source_1.bib/0000002280', 'source_1.bib/0000007592']"
"['source_1.bib/0000003361', 'source_1.bib/0000008991']"
"['source_1.bib/0000000378', 'source_1.bib/0000008723']"
"['source_1.bib/0000001993', 'source_1.bib/0000006679', 'source_1.bib/0000006766']"
"['source_1.bib/0000002173', 'source_1.bib/0000008584']"
"['source_1.bib/0000004544', 'source_1.bib/0000008821']"
"['source_1.bib/0000001378', 'source_1.bib/0000006464']"
"['source_1.bib/0000004023', 'source_1.bib/0000008981']"
"['source_1.bib/0000002249', 'source_1.bib/0000007748']"
"['source_1.bib/0000002518', 'source_1.bib/0000008201']"
"['source_1.bib/0000003831', 'source_1.bib/0000009214']"
"['source_1.bib/0000003626', 'source_1.bib/0000006301']"
"['source_1.bib/0000000458', 'source_1.bib/0000008153']"
"['source_1.bib/0000001212', 'source_1.bib/0000006979']"
"['source_1.bib/0000003087', 'source_1.bib/0000008459']"
"['source_1.bib/0000001322', 'source_1.bib/0000006594']"
"['source_1.bib/0000001901', 'source_1.bib/0000008390']"
"['source_1.bib/0000003425', 'source_1.bib/0000006765']"
"['source_1.bib/0000001135', 'source_1.bib/0000006088']"
"['source_1.bib/0000003959', 'source_1.bib/0000006551']"
"['source_1.bib/0000001309', 'source_1.bib/0000006708']"
"['source_1.bib/0000001004', 'source_1.bib/0000007333']"
"['source_1.bib/0000001019', 'source_1.bib/0000006075']"
"['source_1.bib/0000000972', 'source_1.bib/0000007008']"
"['source_1.bib/0000003569', 'source_1.bib/0000009208']"
"['source_1.bib/0000004575', 'source_1.bib/0000008574']"
"['source_1.bib/0000000834', 'source_1.bib/0000008098']"
"['source_1.bib/0000002805', 'source_1.bib/0000007735']"
"['source_1.bib/0000000357', 'source_1.bib/0000004719']"
"['source_1.bib/0000001177', 'source_1.bib/0000007280']"
"['source_1.bib/0000003878', 'source_1.bib/0000005318']"
"['source_1.bib/0000004049', 'source_1.bib/0000006797']"
"['source_1.bib/0000000999', 'source_1.bib/0000007881']"
"['source_1.bib/0000002362', 'source_1.bib/0000007802']"
"['source_1.bib/0000003182', 'source_1.bib/0000008886']"
"['source_1.bib/0000001664', 'source_1.bib/0000007275']"
"['source_1.bib/0000004044', 'source_1.bib/0000009099']"
"['source_1.bib/0000002552', 'source_1.bib/0000008495']"
"['source_1.bib/0000004062', 'source_1.bib/0000007125', 'source_1.bib/0000007237']"
"['source_1.bib/0000003609', 'source_1.bib/0000008206']"
"['source_1.bib/0000001162', 'source_1.bib/0000007304']"
"['source_1.bib/0000002011', 'source_1.bib/0000007489']"
"['source_1.bib/0000000639', 'source_1.bib/0000008246', 'source_1.bib/0000008329']"
"['source_1.bib/0000001276', 'source_1.bib/0000007431']"
"['source_1.bib/0000002212', 'source_1.bib/0000006900']"
"['source_1.bib/0000000658', 'source_1.bib/0000008804']"
"['source_1.bib/0000004198', 'source_1.bib/0000008926']"
"['source_1.bib/0000001409', 'source_1.bib/0000008820']"
"['source_1.bib/0000002492', 'source_1.bib/0000007839']"
"['source_1.bib/0000003734', 'source_1.bib/0000007723', 'source_1.bib/0000007895']"
"['source_1.bib/0000004046', 'source_1.bib/0000005706']"
"['source_1.bib/0000003621', 'source_1.bib/0000004764']"
"['source_1.bib/0000002501', 'source_1.bib/0000005371']"
"['source_1.bib/0000002788', 'source_1.bib/0000004999']"
"['source_1.bib/0000000919', 'source_1.bib/0000007258']"
"['source_1.bib/0000002328', 'source_1.bib/0000007312']"
"['source_1.bib/0000002091', 'source_1.bib/0000007658']"
"['source_1.bib/0000002461', 'source_1.bib/0000008300']"
"['source_1.bib/0000002097', 'source_1.bib/0000008790']"
"['source_1.bib/0000004379', 'source_1.bib/0000006830']"
"['source_1.bib/0000002575', 'source_1.bib/0000006631']"
"['source_1.bib/0000003560', 'source_1.bib/0000007857']"
"['source_1.bib/0000000333', 'source_1.bib/0000005496']"
"['source_1.bib/0000000822', 'source_1.bib/0000007022']"
"['source_1.bib/0000003299', 'source_1.bib/0000007784']"
"['source_1.bib/0000003670', 'source_1.bib/0000007667']"
"['source_1.bib/0000003793', 'source_1.bib/0000006688']"
"['source_1.bib/0000001908', 'source_1.bib/0000005920']"
"['source_1.bib/0000000348', 'source_1.bib/0000005940', 'source_1.bib/0000005997']"
"['source_1.bib/0000002598', 'source_1.bib/0000005301']"
"['source_1.bib/0000004586', 'source_1.bib/0000004994']"
"['source_1.bib/0000000574', 'source_1.bib/0000006892']"
"['source_1.bib/0000001922', 'source_1.bib/0000004733']"
"['source_1.bib/0000003764', 'source_1.bib/0000008986']"
"['source_1.bib/0000004648', 'source_1.bib/0000008547']"
"['source_1.bib/0000000547', 'source_1.bib/0000005640']"
"['source_1.bib/0000002948', 'source_1.bib/0000008416', 'source_1.bib/0000008518']"
"['source_1.bib/0000001781', 'source_1.bib/0000007751']"
"['source_1.bib/0000003729', 'source_1.bib/0000008179']"
"['source_1.bib/0000002172', 'source_1.bib/0000008074', 'source_1.bib/0000008161']"
"['source_1.bib/0000000886', 'source_1.bib/0000007388']"
"['source_1.bib/0000001067', 'source_1.bib/0000008411']"
"['source_1.bib/0000004486', 'source_1.bib/0000008487']"
"['source_1.bib/0000000638', 'source_1.bib/0000008403']"
"['source_1.bib/0000002383', 'source_1.bib/0000008763']"
"['source_1.bib/0000000419', 'source_1.bib/0000008557']"
"['source_1.bib/0000002888', 'source_1.bib/0000007179']"
"['source_1.bib/0000004063', 'source_1.bib/0000007330', 'source_1.bib/0000007378']"
"['source_1.bib/0000000729', 'source_1.bib/0000005019']"
"['source_1.bib/0000001456', 'source_1.bib/0000009079']"
"['source_1.bib/0000004400', 'source_1.bib/0000008129']"
"['source_1.bib/0000002038', 'source_1.bib/0000007051']"
"['source_1.bib/0000002440', 'source_1.bib/0000006919']"
"['source_1.bib/0000001545', 'source_1.bib/0000006248', 'source_1.bib/0000006327']"
"['source_1.bib/0000000765', 'source_1.bib/0000006937']"
"['source_1.bib/0000004501', 'source_1.bib/0000008996']"
"['source_1.bib/0000002906', 'source_1.bib/0000005915']"
"['source_1.bib/0000004206', 'source_1.bib/0000005694']"
"['source_1.bib/0000002406', 'source_1.bib/0000007728', 'source_1.bib/0000007768']"
"['source_1.bib/0000000345', 'source_1.bib/0000005380']"
"['source_1.bib/0000004630', 'source_1.bib/0000006595']"
"['source_1.bib/0000000536', 'source_1.bib/0000006398']"
"['source_1.bib/0000003480', 'source_1.bib/0000007886']"
"['source_1.bib/0000003717', 'source_1.bib/0000008520']"
"['source_1.bib/0000004073', 'source_1.bib/0000007062']"
"['source_1.bib/0000000382', 'source_1.bib/0000007823']"
"['source_1.bib/0000002062', 'source_1.bib/0000008472']"
"['source_1.bib/0000002973', 'source_1.bib/0000007083']"
"['source_1.bib/0000002201', 'source_1.bib/0000007622']"
"['source_1.bib/0000000685', 'source_1.bib/0000007376']"
"['source_1.bib/0000004014', 'source_1.bib/0000007967']"
"['source_1.bib/0000001065', 'source_1.bib/0000007736']"
"['source_1.bib/0000002323', 'source_1.bib/0000006622']"
"['source_1.bib/0000003826', 'source_1.bib/0000007702']"
"['source_1.bib/0000000590', 'source_1.bib/0000006252']"
"['source_1.bib/0000004151', 'source_1.bib/0000006745']"
"['source_1.bib/0000000988', 'source_1.bib/0000007644']"
"['source_1.bib/0000001572', 'source_1.bib/0000007770']"
"['source_1.bib/0000002894', 'source_1.bib/0000008491']"
"['source_1.bib/0000002046', 'source_1.bib/0000005476']"
"['source_1.bib/0000002223', 'source_1.bib/0000006702', 'source_1.bib/0000006776']"
"['source_1.bib/0000002230', 'source_1.bib/0000006767']"
"['source_1.bib/0000001660', 'source_1.bib/0000005424']"
"['source_1.bib/0000001083', 'source_1.bib/0000004988']"
"['source_1.bib/0000004436', 'source_1.bib/0000006973']"
"['source_1.bib/0000002197', 'source_1.bib/0000006977']"
"['source_1.bib/0000001151', 'source_1.bib/0000007290']"
"['source_1.bib/0000003041', 'source_1.bib/0000004916']"
"['source_1.bib/0000004353', 'source_1.bib/0000006465']"
"['source_1.bib/0000004002', 'source_1.bib/0000005471']"
"['source_1.bib/0000000554', 'source_1.bib/0000007510', 'source_1.bib/0000007646']"
"['source_1.bib/0000000792', 'source_1.bib/0000007326', 'source_1.bib/0000007460']"
"['source_1.bib/0000002751', 'source_1.bib/0000008060']"
"['source_1.bib/0000003751', 'source_1.bib/0000004717']"
"['source_1.bib/0000003924', 'source_1.bib/0000008052']"
"['source_1.bib/0000000305', 'source_1.bib/0000004866']"
"['source_1.bib/0000004328', 'source_1.bib/0000009189']"
"['source_1.bib/0000003875', 'source_1.bib/0000005624', 'source_1.bib/0000005740']"
"['source_1.bib/0000000474', 'source_1.bib/0000005422']"
"['source_1.bib/0000001307', 'source_1.bib/0000008784']"
"['source_1.bib/0000003502', 'source_1.bib/0000007975']"
"['source_1.bib/0000003989', 'source_1.bib/0000008013']"
"['source_1.bib/0000003113', 'source_1.bib/0000006921', 'source_1.bib/0000007107']"
"['source_1.bib/0000004682', 'source_1.bib/0000006663']"
"['source_1.bib/0000002371', 'source_1.bib/0000009163']"
"['source_1.bib/0000002893', 'source_1.bib/0000007932']"
"['source_1.bib/0000002483', 'source_1.bib/0000005927', 'source_1.bib/0000006006']"
"['source_1.bib/0000002240', 'source_1.bib/0000005899', 'source_1.bib/0000005953']"
"['source_1.bib/0000003298', 'source_1.bib/0000007472']"
"['source_1.bib/0000002165', 'source_1.bib/0000005376']"
"['source_1.bib/0000002717', 'source_1.bib/0000008203']"
"['source_1.bib/0000002053', 'source_1.bib/0000007490']"
"['source_1.bib/0000003938', 'source_1.bib/0000009077']"
"['source_1.bib/0000004019', 'source_1.bib/0000008425', 'source_1.bib/0000008586']"
"['source_1.bib/0000000573', 'source_1.bib/0000005179']"
"['source_1.bib/0000001054', 'source_1.bib/0000008428', 'source_1.bib/0000008577']"
"['source_1.bib/0000002377', 'source_1.bib/0000005647']"
"['source_1.bib/0000001050', 'source_1.bib/0000007203']"
"['source_1.bib/0000002186', 'source_1.bib/0000009212']"
"['source_1.bib/0000000954', 'source_1.bib/0000007332', 'source_1.bib/0000007410']"
"['source_1.bib/0000004166', 'source_1.bib/0000009203']"
"['source_1.bib/0000002651', 'source_1.bib/0000006706']"
"['source_1.bib/0000000341', 'source_1.bib/0000007157']"
"['source_1.bib/0000001874', 'source_1.bib/0000006083']"
"['source_1.bib/0000002857', 'source_1.bib/0000007492']"
"['source_1.bib/0000003005', 'source_1.bib/0000004802']"
"['source_1.bib/0000001934', 'source_1.bib/0000006405']"
"['source_1.bib/0000001992', 'source_1.bib/0000007418']"
"['source_1.bib/0000002957', 'source_1.bib/0000008141']"
"['source_1.bib/0000004641', 'source_1.bib/0000004807']"
"['source_1.bib/0000000797', 'source_1.bib/0000007602']"
"['source_1.bib/0000002404', 'source_1.bib/0000007007']"
"['source_1.bib/0000002533', 'source_1.bib/0000004877']"
"['source_1.bib/0000004689', 'source_1.bib/0000005898', 'source_1.bib/0000005947']"
"['source_1.bib/0000003596', 'source_1.bib/0000007565']"
"['source_1.bib/0000000372', 'source_1.bib/0000005724']"
"['source_1.bib/0000003991', 'source_1.bib/0000008126']"
"['source_1.bib/0000000644', 'source_1.bib/0000006460', 'source_1.bib/0000006481']"
"['source_1.bib/0000001296', 'source_1.bib/0000005749']"
"['source_1.bib/0000004374', 'source_1.bib/0000004879', 'source_1.bib/0000005365', 'source_1.bib/0000005474']"
"['source_1.bib/0000001539', 'source_1.bib/0000008339']"
"['source_1.bib/0000003643', 'source_1.bib/0000007014']"
"['source_1.bib/0000001072', 'source_1.bib/0000006422']"
"['source_1.bib/0000000451', 'source_1.bib/0000008190']"
"['source_1.bib/0000000552', 'source_1.bib/0000007077']"
"['source_1.bib/0000002527', 'source_1.bib/0000006741']"
"['source_1.bib/0000002976', 'source_1.bib/0000007621']"
"['source_1.bib/0000003469', 'source_1.bib/0000006636']"
"['source_1.bib/0000000633', 'source_1.bib/0000005731']"
"['source_1.bib/0000003466', 'source_1.bib/0000007407']"
"['source_1.bib/0000004524', 'source_1.bib/0000006978']"
"['source_1.bib/0000000951', 'source_1.bib/0000006672', 'source_1.bib/0000006760']"
"['source_1.bib/0000001709', 'source_1.bib/0000005768']"
"['source_1.bib/0000003431', 'source_1.bib/0000009049']"
