ID,ENTRYTYPE,doi,year,volume,number,url,journal,title,author,pages,abstract,language,dblp_key
001075,article,,2015,39,2,http://misq.org/how-information-technology-governance-mechanisms-and-strategic-alignment-influence-organizational-performance-insights-from-a-matched-survey-of-business-and-it-managers.html,MIS Quarterly,How Information Technology Governance Mechanisms and Strategic Alignment Influence Organizational Performance - Insights from a Matched Survey of Business and IT Managers,"Wu, Shelly Ping-Ju and Straub, Detmar W. and Liang, Ting-Peng",,,,https://dblp.org/rec/journals/misq/WuSL15
001076,article,,2015,39,4,http://misq.org/work-harder-or-work-smarter-information-technology-and-resource-allocation-in-healthcare-processes.html,MIS Quarterly,Work Harder or Work Smarter? Information Technology and Resource Allocation in Healthcare Processes,"Yeow, Adrian and Goh, Kim Huat",,,,https://dblp.org/rec/journals/misq/YeowG15
001077,article,,2015,39,1,http://misq.org/how-does-the-internet-affect-the-financial-market-an-equilibrium-model-of-internet-facilitated-feedback-trading.html,MIS Quarterly,How Does the Internet Affect the Financial Market? An Equilibrium Model of Internet-Facilitated Feedback Trading,"Zhang, Xiaoquan and Zhang, Lihong",,,,https://dblp.org/rec/journals/misq/ZhangZ15
001078,article,,2016,40,3,http://misq.org/revisiting-group-based-technology-adoption-as-a-dynamic-process-the-role-of-changing-attitude-rationale-configurations.html,MIS Quarterly,Revisiting Group-Based Technology Adoption as a Dynamic Process - The Role of Changing Attitude-Rationale Configurations,"Bayerl, Petra Saskia and Lauche, Kristina and Axtell, Carolyn",,,,https://dblp.org/rec/journals/misq/BayerlLA16
001079,article,,2016,40,1,http://misq.org/contract-design-choices-and-the-balance-of-ex-ante-and-ex-post-transaction-costs-in-software-development-outsourcing.html,MIS Quarterly,Contract Design Choices and the Balance of Ex Ante and Ex Post Transaction Costs in Software Development Outsourcing,"Benaroch, Michel and Lichtenstein, Yossi and Fink, Lior",,,,https://dblp.org/rec/journals/misq/BenarochLF16
001080,article,,2016,40,4,http://misq.org/comprehensible-predictive-models-for-business-processes.html,MIS Quarterly,Comprehensible Predictive Models for Business Processes,"Breuker, Dominic and Matzner, Martin and Delfmann, Patrick and Becker, Jörg",,,,https://dblp.org/rec/journals/misq/BreukerMDB16
001081,article,,2016,40,4,http://misq.org/crowd-squared-amplifying-the-predictive-power-of-search-trend-data.html,MIS Quarterly,Crowd-Squared - Amplifying the Predictive Power of Search Trend Data,"Brynjolfsson, Erik and Geva, Tomer and Reichman, Shachar",,,,https://dblp.org/rec/journals/misq/BrynjolfssonGR16
001082,article,,2016,40,3,http://misq.org/advertising-versus-brokerage-model-for-online-trading-platforms.html,MIS Quarterly,Advertising Versus Brokerage Model for Online Trading Platforms,"Chen, Jianqing and Fan, Ming and Li, Mingzhe",,,,https://dblp.org/rec/journals/misq/ChenFL16
001083,article,,2016,40,1,http://misq.org/individuals-internet-security-perceptions-and-behaviors-polycontextual-contrasts-between-the-united-states-and-china.html,MIS Quarterly,Individuals' Internet Security Perceptions and Behaviors - Polycontextual Contrasts Between the United States and China,"Chen, Yan and Zahedi, F. Mariam",,,,https://dblp.org/rec/journals/misq/ChenZ16
001084,article,,2016,40,3,http://misq.org/pirates-in-the-lab-using-incentivized-choice-experiments-to-explore-preference-for-un-authorized-content.html,MIS Quarterly,Pirates in the Lab - Using Incentivized Choice Experiments to Explore Preference for (Un)Authorized Content,"Cwiakowski, Piotr and Giergiczny, Marek and Krawczyk, Michal",,,,https://dblp.org/rec/journals/misq/CwiakowskiGK16
001085,article,,2016,40,2,http://misq.org/the-duality-of-empowerment-and-marginalization-in-microtask-crowdsourcing-giving-voice-to-the-less-powerful-through-value-sensitive-design.html,MIS Quarterly,The Duality of Empowerment and Marginalization in Microtask Crowdsourcing - Giving Voice to the Less Powerful Through Value Sensitive Design,"Deng, Xuefei and Joshi, K. D. and Galliers, Robert D.",,,,https://dblp.org/rec/journals/misq/DengJG16
001086,article,,2016,40,2,http://misq.org/information-and-communication-technology-and-the-social-inclusion-of-refugees.html,MIS Quarterly,Information and Communication Technology and the Social Inclusion of Refugees,"Díaz-Andrade, Antonio and Doolin, Bill",,,,https://dblp.org/rec/journals/misq/Diaz-AndradeD16
001087,article,,2016,40,2,http://misq.org/does-information-and-communication-technology-lead-to-the-well-being-of-nations-a-country-level-empirical-investigation.html,MIS Quarterly,Does Information and Communication Technology Lead to the Well-Being of Nations? A Country-Level Empirical Investigation,"Ganju, Kartik K. and Pavlou, Paul A. and Banker, Rajiv D.",,,,https://dblp.org/rec/journals/misq/GanjuPB16
001088,article,,2016,40,4,http://misq.org/toward-a-digital-attribution-model-measuring-the-impact-of-display-advertising-on-online-consumer-behavior.html,MIS Quarterly,Toward a Digital Attribution Model - Measuring the Impact of Display Advertising on Online Consumer Behavior,"Ghose, Anindya and Todri-Adamopoulos, Vilma",,,,https://dblp.org/rec/journals/misq/GhoseT16
001089,article,,2016,40,1,http://misq.org/the-creation-of-social-value-can-an-online-health-community-reduce-rural-urban-health-disparities.html,MIS Quarterly,The Creation of Social Value - Can an Online Health Community Reduce Rural-Urban Health Disparities?,"Goh, Jie-Mein and Gao, Guodong and Agarwal, Ritu",,,,https://dblp.org/rec/journals/misq/GohGA16
001090,article,,2016,40,4,http://misq.org/catalog/product/view/id/1780/s/mobile-app-analytics-a-multiple-discrete-continuous-choice-framework/,MIS Quarterly,Mobile App Analytics - A Multiple Discrete-Continuous Choice Framework,"Han, Sang Pil and Park, Sungho and Oh, Wonseok",,,,https://dblp.org/rec/journals/misq/HanPO16
001091,article,,2016,40,3,http://misq.org/tv-s-dirty-little-secret-the-negative-effect-of-popular-tv-on-online-auction-sales.html,MIS Quarterly,TV's Dirty Little Secret - The Negative Effect of Popular TV on Online Auction Sales,"Hinz, Oliver and Hill, Shawndra and Kim, Ju-Young",,,,https://dblp.org/rec/journals/misq/HinzHK16
001092,article,,2016,40,3,http://misq.org/participation-in-open-knowledge-communities-and-job-hopping-evidence-from-enterprise-software.html,MIS Quarterly,Participation in Open Knowledge Communities and Job-Hopping - Evidence from Enterprise Software,"Huang, Peng and Zhang, Zhongju",,,,https://dblp.org/rec/journals/misq/HuangZ16
001093,article,,2016,40,1,http://misq.org/deal-seeking-versus-brand-seeking-search-behaviors-and-purchase-propensities-in-sponsored-search-platforms.html,MIS Quarterly,Deal-Seeking Versus Brand-Seeking - Search Behaviors and Purchase Propensities in Sponsored Search Platforms,"Im, Il and Jun, Jongkun and Oh, Wonseok and Jeong, Seok-Oh",,,,https://dblp.org/rec/journals/misq/ImJ0J16
001094,article,,2016,40,2,http://misq.org/the-evolution-of-an-ict-platform-enabled-ecosystem-for-poverty-alleviation-the-case-of-ekutir.html,MIS Quarterly,The Evolution of an ICT Platform-Enabled Ecosystem for Poverty Alleviation - The Case of eKutir,"Jha, Srivardhini K. and Pinsonneault, Alain and Dubé, Laurette",,,,https://dblp.org/rec/journals/misq/JhaPD16
001095,article,,2016,40,2,http://misq.org/a-multiagent-competitive-gaming-platform-to-address-societal-challenges.html,MIS Quarterly,A Multiagent Competitive Gaming Platform to Address Societal Challenges,"Ketter, Wolfgang and Peters, Markus and Collins, John and Gupta, Alok",,,,https://dblp.org/rec/journals/misq/KetterPCG16
001096,article,,2016,40,4,http://misq.org/competitive-benchmarking-an-is-research-approach-to-address-wicked-problems-with-big-data-and-analytics.html,MIS Quarterly,Competitive Benchmarking - An IS Research Approach to Address Wicked Problems with Big Data and Analytics,"Ketter, Wolfgang and Peters, Markus and Collins, John and Gupta, Alok",,,,https://dblp.org/rec/journals/misq/KetterPCG16a
001097,article,,2016,40,1,http://misq.org/when-does-repository-kms-use-lift-performance-the-role-of-alternative-knowledge-sources-and-task-environments.html,MIS Quarterly,When Does Repository KMS Use Lift Performance? The Role of Alternative Knowledge Sources and Task Environments,"Kim, Seung Hyun and Mukhopadhyay, Tridas and Kraut, Robert E.",,,,https://dblp.org/rec/journals/misq/KimMK16
001098,article,,2016,40,3,http://misq.org/electronic-health-records-how-can-is-researchers-contribute-to-transforming-healthcare.html,MIS Quarterly,Electronic Health Records - How Can IS Researchers Contribute to Transforming Healthcare?,"Kohli, Rajiv and Tan, Sharon Swee-Lin",,,,https://dblp.org/rec/journals/misq/KohliT16
001099,article,,2016,40,3,http://misq.org/a-tool-for-addressing-construct-identity-in-literature-reviews-and-meta-analyses.html,MIS Quarterly,A Tool for Addressing Construct Identity in Literature Reviews and Meta-Analyses,"Larsen, Kai R. and Bong, Chih How",,,,https://dblp.org/rec/journals/misq/LarsenB16
001100,article,,2016,40,2,http://misq.org/multiplex-appropriation-in-complex-systems-implementation-the-case-of-brazil-s-correspondent-banking-system.html,MIS Quarterly,Multiplex Appropriation in Complex Systems Implementation - The Case of Brazil's Correspondent Banking System,"Leonardi, Paul M. and Bailey, Diane E. and Diniz, Eduardo H. and Sholler, Dan and Nardi, Bonnie A.",,,,https://dblp.org/rec/journals/misq/LeonardiBDSN16
001101,article,,2016,40,2,http://misq.org/the-emergence-of-self-organizing-e-commerce-ecosystems-in-remote-villages-of-china-a-tale-of-digital-empowerment-for-rural-development.html,MIS Quarterly,The Emergence of Self-Organizing E-Commerce Ecosystems in Remote Villages of China - A Tale of Digital Empowerment for Rural Development,"Leong, Carmen Mei Ling and Pan, Shan-Ling and Newell, Sue and Cui, Lili",,,,https://dblp.org/rec/journals/misq/LeongPNC16
001102,article,,2016,40,3,http://misq.org/exploring-bidder-heterogeneity-in-multichannel-sequential-b2b-auctions.html,MIS Quarterly,Exploring Bidder Heterogeneity in Multichannel Sequential B2B Auctions,"Lu, Yixin and Gupta, Alok and Ketter, Wolfgang and van Heck, Eric",,,,https://dblp.org/rec/journals/misq/LuGKH16
001103,article,,2016,40,4,http://misq.org/mining-massive-fine-grained-behavior-data-to-improve-predictive-analytics.html,MIS Quarterly,Mining Massive Fine-Grained Behavior Data to Improve Predictive Analytics,"Martens, David and Provost, Foster J. and Clark, Jessica and de Fortuny, Enric Junqué",,,,https://dblp.org/rec/journals/misq/MartensPCF16
001104,article,,2016,40,3,http://misq.org/senior-executives-it-management-responsibilities-serious-it-related-deficiencies-and-ceo-cfo-turnover.html,MIS Quarterly,Senior Executives' IT Management Responsibilities - Serious IT-Related Deficiencies and CEO/CFO Turnover,"Masli, Adi and Richardson, Vernon J. and Watson, Marcia Weidenmier and Zmud, Robert W.",,,,https://dblp.org/rec/journals/misq/MasliRWZ16
001105,article,,2016,40,2,http://misq.org/identity-verification-and-societal-challenges-explaining-the-gap-between-service-provision-and-development-outcomes.html,MIS Quarterly,Identity Verification and Societal Challenges - Explaining the Gap Between Service Provision and Development Outcomes,"McGrath, Kathy",,,,https://dblp.org/rec/journals/misq/McGrath16
001106,article,,2016,40,4,http://misq.org/privacy-and-big-data-scalable-approaches-to-sanitize-large-transactional-databases-for-sharing.html,MIS Quarterly,Privacy and Big Data - Scalable Approaches to Sanitize Large Transactional Databases for Sharing,"Menon, Syam and Sarkar, Sumit",,,,https://dblp.org/rec/journals/misq/MenonS16
001107,article,,2016,40,2,http://misq.org/are-social-media-emancipatory-or-hegemonic-societal-effects-of-mass-media-digitization-in-the-case-of-the-sopa-discourse.html,MIS Quarterly,Are Social Media Emancipatory or Hegemonic? Societal Effects of Mass Media Digitization in the Case of the SOPA Discourse,"Miranda, Shaila M. and Young, Amber Grace and Yetgin, Emre",,,,https://dblp.org/rec/journals/misq/MirandaYY16
001108,article,,2016,40,1,http://misq.org/how-informatoin-technology-strategy-and-investments-influence-firm-performance-conjecture-and-empirical-evidence.html,MIS Quarterly,How Information Technology Strategy and Investments Influence Firm Performance - Conjecture and Empirical Evidence,"Mithas, Sunil and Rust, Roland T.",,,,https://dblp.org/rec/journals/misq/MithasR16
001109,article,,2016,40,1,http://misq.org/a-temporally-situated-self-agency-theory-of-information-technology-reinvention.html,MIS Quarterly,A Temporally Situated Self-Agency Theory of Information Technology Reinvention,"Nevo, Saggi and Nevo, Dorit and Pinsonneault, Alain",,,,https://dblp.org/rec/journals/misq/NevoNP16
001110,article,,2016,40,1,http://misq.org/free-versus-for-a-fee-the-impact-of-a-paywall-on-the-pattern-and-effectiveness-of-word-of-mouth-via-social-media.html,MIS Quarterly,Free Versus For-a-Fee - The Impact of a Paywall on the Pattern and Effectiveness of Word-of-Mouth via Social Media,"Oh, Hyelim and Animesh, Animesh and Pinsonneault, Alain",,,,https://dblp.org/rec/journals/misq/OhAP16
001111,article,,2016,40,2,http://misq.org/ict-intermediaries-and-the-transformation-of-gendered-power-structures.html,MIS Quarterly,"ICT, Intermediaries, and the Transformation of Gendered Power Structures","Oreglia, Elisa and Srinivasan, Janaki",,,,https://dblp.org/rec/journals/misq/OregliaS16
001112,article,,2016,40,1,http://misq.org/competitive-bundling-in-information-markets-a-seller-side-analysis.html,MIS Quarterly,Competitive Bundling in Information Markets - A Seller-Side Analysis,"Raghunathan, Srinivasan and Sarkar, Sumit",,,,https://dblp.org/rec/journals/misq/RaghunathanS16
001113,article,,2016,40,4,http://misq.org/using-big-data-to-model-time-varying-effects-for-marketing-resource-re-allocation.html,MIS Quarterly,Using Big Data to Model Time-Varying Effects for Marketing Resource (Re)Allocation,"Saboo, Alok R. and Kumar, V. and Park, Insu",,,,https://dblp.org/rec/journals/misq/SabooKP16
001114,article,,2016,40,1,http://misq.org/valuing-information-technology-related-intangible-assets.html,MIS Quarterly,Valuing Information Technology Related Intangible Assets,"Saunders, Adam and Brynjolfsson, Erik",,,,https://dblp.org/rec/journals/misq/SaundersB16
001115,article,,2016,40,3,http://misq.org/capturing-the-complexity-of-malleable-it-use-adaptive-structuration-theory-for-individuals.html,MIS Quarterly,Capturing the Complexity of Malleable IT Use - Adaptive Structuration Theory for Individuals,"Schmitz, Kurt and Teng, James T. C. and Webb, Kimberly",,,,https://dblp.org/rec/journals/misq/SchmitzTW16
001116,article,,2016,40,2,http://misq.org/digital-action-repertoires-and-transforming-a-social-movement-organization.html,MIS Quarterly,Digital Action Repertoires and Transforming a Social Movement Organization,"Selander, Lisen and Jarvenpaa, Sirkka L.",,,,https://dblp.org/rec/journals/misq/SelanderJ16
001117,article,,2016,40,3,http://misq.org/the-compensatory-interaction-between-user-capabiities-and-technology-capabilities-in-influencing-task-performance-an-empirical-assessment-in-telemedicine-consultations.html,MIS Quarterly,The Compensatory Interaction Between User Capabiities and Technology Capabilities in Influencing Task Performance - An Empirical Assessment in Telemedicine Consultations,"Serrano, Christina I. and Karahanna, Elena",,,,https://dblp.org/rec/journals/misq/SerranoK16
001118,article,,2016,40,4,http://misq.org/toward-a-better-measure-of-business-proximity-topic-modeling-for-industry-intelligence.html,MIS Quarterly,Toward a Better Measure of Business Proximity - Topic Modeling for Industry Intelligence,"Shi, Zhan and Lee, Gene Moo and Whinston, Andrew B.",,,,https://dblp.org/rec/journals/misq/ShiLW16
001119,article,,2016,40,2,http://misq.org/you-can-t-bribe-a-computer-dealing-with-the-societal-challenge-of-corruption-through-ict.html,MIS Quarterly,You Can't Bribe a Computer - Dealing with the Societal Challenge of Corruption Through ICT,"Srivastava, Shirish C. and Teo, Thompson S. H. and Devaraj, Sarv",,,,https://dblp.org/rec/journals/misq/SrivastavaTD16
001120,article,,2016,40,3,http://misq.org/the-making-of-a-good-impression-information-hiding-in-ad-exchanges.html,MIS Quarterly,The Making of a Good Impression - Information Hiding in Ad Exchanges,"Sun, Zhen and Dawande, Milind and Janakiraman, Ganesh and Mookerjee, Vijay S.",,,,https://dblp.org/rec/journals/misq/SunDJM16
001121,article,,2016,40,1,http://misq.org/an-exploratory-study-of-the-formation-and-impact-of-electronic-service-failures.html,MIS Quarterly,An Exploratory Study of the Formation and Impact of Electronic Service Failures,"Tan, Chee-Wee and Benbasat, Izak and Cenfetelli, Ronald T.",,,,https://dblp.org/rec/journals/misq/TanBC16
001122,article,,2016,40,2,http://misq.org/combating-infant-mortality-in-rural-india-evidence-from-a-field-study-of-ehealth-kiosk-imlementations.html,MIS Quarterly,Combating Infant Mortality in Rural India - Evidence from a Field Study of eHealth Kiosk Imlementations,"Venkatesh, Viswanath and Rai, Arun and Sykes, Tracy Ann and Aljafari, Ruba",,,,https://dblp.org/rec/journals/misq/VenkateshRSA16
001123,article,,2016,40,3,http://misq.org/control-configuration-and-control-enactment-in-information-systems-projects-review-and-expanded-theoretical-framework.html,MIS Quarterly,Control Configuration and Control Enactment in Information Systems Projects - Review and Expanded Theoretical Framework,"Wiener, Martin and Mähring, Magnus and Remus, Ulrich and Saunders, Carol Stoak",,,,https://dblp.org/rec/journals/misq/WienerMRS16
001124,article,,2016,40,4,http://misq.org/a-tree-based-approach-for-addressing-self-selection-in-impact-studies-with-big-data.html,MIS Quarterly,A Tree-Based Approach for Addressing Self-Selection in Impact Studies with Big Data,"Yahav, Inbal and Shmueli, Galit and Mani, Deepa",,,,https://dblp.org/rec/journals/misq/YahavSM16
001125,article,,2016,40,4,http://misq.org/large-scale-network-analysis-for-online-social-brand-advertising.html,MIS Quarterly,Large-Scale Network Analysis for Online Social Brand Advertising,"Zhang, Kunpeng and Bhattacharyya, Siddhartha and Ram, Sudha",,,,https://dblp.org/rec/journals/misq/ZhangBR16
001126,article,,2017,41,3,http://misq.org/repeated-interactions-versus-social-ties-quantifying-the-economic-value-of-trust-forgiveness-and-reputation-using-a-field-experiment.html,MIS Quarterly,"Repeated Interactions Versus Social Ties - Quantifying the Economic Value of Trust, Forgiveness, and Reputation Using a Field Experiment","Bapna, Ravi and Qiu, Liangfei and Rice, Sarah",,,,https://dblp.org/rec/journals/misq/BapnaQR17
001127,article,,2017,41,4,https://misq.org/extracting-representative-information-on-intra-organizational-blogging-platforms.html,MIS Quarterly,Extracting Representative Information on Intra-Organizational Blogging Platforms,"Guo, Xunhua and Wei, Qiang and Chen, Guoqing and Zhang, Jin and Qiao, Dandan",,,,https://dblp.org/rec/journals/misq/GuoWCZQ17
001128,article,,2017,41,2,http://misq.org/cybercrime-deterrence-and-international-legislation-evidence-from-distributed-denial-of-service-attacks.html,MIS Quarterly,Cybercrime Deterrence and International Legislation - Evidence from Distributed Denial of Service Attacks,"Hui, Kai Lung and Kim, Seung-Hyun and Wang, Qiu-Hong",,,,https://dblp.org/rec/journals/misq/HuiKW17
001129,article,,2017,41,2,http://misq.org/the-dark-side-of-reviews-the-swaying-effects-of-online-product-reviews-on-attribute-preference-construction.html,MIS Quarterly,The Dark Side of Reviews - The Swaying Effects of Online Product Reviews on Attribute Preference Construction,"Liu, Qianqian Ben and Karahanna, Elena",,,,https://dblp.org/rec/journals/misq/LiuK17
001130,article,,2017,41,4,https://misq.org/hidden-profiles-in-corporate-prediction-markets-the-impact-of-public-information-precision-and-social-interactions.html,MIS Quarterly,Hidden Profiles in Corporate Prediction Markets - The Impact of Public Information Precision and Social Interactions,"Qiu, Liangfei and Cheng, Hsing Kenneth and Pu, Jingchuan",,,,https://dblp.org/rec/journals/misq/QiuCP17
001131,article,,2017,41,3,http://misq.org/when-do-it-security-investments-matter-accounting-for-the-influence-of-institutional-factors-in-the-context-of-healthcare-data-breaches.html,MIS Quarterly,When Do IT Security Investments Matter? Accounting for the Influence of Institutional Factors in the Context of Healthcare Data Breaches,"Angst, Corey M. and Block, Emily S. and D'Arcy, John and Kelley, Ken",,,,https://dblp.org/rec/journals/misq/AngstBDK17
001132,article,,2017,41,4,https://misq.org/antecedents-of-information-systems-sourcing-strategies-in-u-s-hospitals-a-longitudinal-study.html,MIS Quarterly,Antecedents of Information Systems Sourcing Strategies in U.S. Hospitals - A Longitudinal Study,"Angst, Corey M. and Wowak, Kaitlin D. and Handley, Sean and Kelley, Ken",,,,https://dblp.org/rec/journals/misq/AngstWHK17
001133,article,,2017,41,1,http://misq.org/a-data-envelopment-analysis-approach-to-estimate-it-enabled-production-capability.html,MIS Quarterly,A Data Envelopment Analysis Approach to Estimate IT-Enabled Production Capability,"Ayabakan, Sezgin and Bardhan, Indranil R. and Zheng, Zhiqiang",,,,https://dblp.org/rec/journals/misq/AyabakanBZ17
001134,article,,2017,41,4,https://misq.org/the-impact-of-health-information-sharing-on-duplicate-testing.html,MIS Quarterly,The Impact of Health Information Sharing on Duplicate Testing,"Ayabakan, Sezgin and Bardhan, Indranil R. and Zheng, Zhiqiang and Kirksey, Kirk",,,,https://dblp.org/rec/journals/misq/AyabakanBZK17
001135,article,,2017,41,1,http://misq.org/trust-and-the-strength-of-ties-in-online-social-networks-an-exploratory-field-experiment.html,MIS Quarterly,Trust and the Strength of Ties in Online Social Networks - An Exploratory Field Experiment,"Bapna, Ravi and Gupta, Alok and Rice, Sarah and Sundararajan, Arun",,,,https://dblp.org/rec/journals/misq/BapnaGRS17
001136,article,,2017,41,3,http://misq.org/operational-it-failures-it-value-destruction-and-board-level-it-governance-changes.html,MIS Quarterly,"Operational IT Failures, IT Value Destruction, and Board-Level IT Governance Changes","Benaroch, Michel and Chernobai, Anna",,,,https://dblp.org/rec/journals/misq/BenarochC17
001137,article,,2017,41,4,https://misq.org/assessing-representation-theory-with-a-framework-for-pursuing-success-and-failure.html,MIS Quarterly,Assessing Representation Theory with a Framework for Pursuing Success and Failure,"Burton-Jones, Andrew and Recker, Jan and Indulska, Marta and Green, Peter F. and Weber, Ron",,,,https://dblp.org/rec/journals/misq/Burton-JonesRIG17
001138,article,,2017,41,1,http://misq.org/is-oprah-contagious-the-depth-of-diffusion-of-demand-shocks-in-a-product-network.html,MIS Quarterly,Is Oprah Contagious? The Depth of Diffusion of Demand Shocks in a Product Network,"Carmi, Eyal and Oestreicher-Singer, Gal and Stettner, Uriel and Sundararajan, Arun",,,,https://dblp.org/rec/journals/misq/CarmiOSS17
001139,article,,2017,41,3,http://misq.org/information-technology-outsoucing-asset-transfer-and-the-role-of-contract.html,MIS Quarterly,Information Technology Outsourcing - Asset Transfer and the Role of Contract,"Chang, Young Bong and Gurbaxani, Vijay and Ravindran, Kiron",,,,https://dblp.org/rec/journals/misq/ChangGR17
001140,article,,2017,41,1,http://misq.org/an-empirical-analysis-of-intellectual-property-rights-sharing-in-software-development-outsourcing.html,MIS Quarterly,An Empirical Analysis of Intellectual Property Rights Sharing in Software Development Outsourcing,"Chen, Yuanyuan and Bharadwaj, Anandhi and Goh, Khim-Yong",,,,https://dblp.org/rec/journals/misq/ChenBG17
001141,article,,2017,41,2,http://misq.org/modeling-fixed-odds-betting-for-future-event-prediction.html,MIS Quarterly,Modeling Fixed Odds Betting for Future Event Prediction,"Chen, Weiyun and Li, Xin and Zeng, Daniel",,,,https://dblp.org/rec/journals/misq/ChenLZ17
001142,article,,2017,41,2,http://misq.org/from-monologue-to-dialogue-performative-objects-to-promote-collective-mindfulness-in-computer-mediated-team-discussions.html,MIS Quarterly,From Monologue to Dialogue - Performative Objects to Promote Collective Mindfulness in Computer-Mediated Team Discussions,"Curtis, Aaron M. and Dennis, Alan R. and Hilmer, Kelly McNamara",,,,https://dblp.org/rec/journals/misq/CurtisDH17
001143,article,,2017,41,1,http://misq.org/using-forum-and-search-data-for-sales-prediction-of-high-involvement-projects.html,MIS Quarterly,Using Forum and Search Data for Sales Prediction of High-Involvement Projects,"Geva, Tomer and Oestreicher-Singer, Gal and Efron, Niv and Shimshoni, Yair",,,,https://dblp.org/rec/journals/misq/GevaOES17
001144,article,,2017,41,4,https://misq.org/drawing-a-line-in-the-sand-commitment-problem-in-ending-software-support.html,MIS Quarterly,Drawing a Line in the Sand - Commitment Problem in Ending Software Support,"Ghoshal, Abhijeet and Lahiri, Atanu and Dey, Debabrata",,,,https://dblp.org/rec/journals/misq/GhoshalLD17
001145,article,,2017,41,3,http://misq.org/user-compensation-as-a-data-breach-recovery-action-an-investigation-of-the-sony-playstation-network-breach.html,MIS Quarterly,User Compensation as a Data Breach Recovery Action - An Investigation of the Sony PlayStation Network Breach,"Goode, Sigi and Hoehle, Hartmut and Venkatesh, Viswanath and Brown, Susan A.",,,,https://dblp.org/rec/journals/misq/GoodeHVB17
001146,article,,2017,41,3,http://misq.org/a-multicollinearity-and-measurement-error-statistical-blind-spot-correcting-for-excessive-false-positives-in-regression-and-pls.html,MIS Quarterly,A Multicollinearity and Measurement Error Statistical Blind Spot - Correcting for Excessive False Positives in Regression and PLS,"Goodhue, Dale L. and Lewis, William and Thompson, Ronald L.",,,,https://dblp.org/rec/journals/misq/GoodhueLT17
001147,article,,2017,41,3,http://misq.org/ending-the-mending-wall-herding-media-coverage-and-colocation-in-it-entrepreneurship.html,MIS Quarterly,"Ending the Mending Wall - Herding, Media Coverage, and Colocation in IT Entrepreneurship","Greenwood, Brad N. and Gopal, Anandasivam",,,,https://dblp.org/rec/journals/misq/GreenwoodG17
001148,article,,2017,41,1,http://misq.org/show-me-the-way-to-go-home-an-empirical-investigation-of-ride-sharing-and-alcohol-related-motor-vehicle-fatalities.html,MIS Quarterly,Show Me the Way to Go Home - An Empirical Investigation of Ride-Sharing and Alcohol Related Motor Vehicle Fatalities,"Greenwood, Brad N. and Wattal, Sunil",,,,https://dblp.org/rec/journals/misq/GreenwoodW17
001149,article,,2017,41,2,http://misq.org/consumer-pseudo-showrooming-and-omni-channel-placement-strategies.html,MIS Quarterly,Consumer Pseudo-Showrooming and Omni-Channel Placement Strategies,"Gu, Zheyin and Tayi, Giri Kumar",,,,https://dblp.org/rec/journals/misq/GuT17
001150,article,,2017,41,2,http://misq.org/effects-of-competition-among-internet-service-providers-and-content-providers-on-the-net-neutrality-debate.html,MIS Quarterly,Effects of Competition among Internet Service Providers and Content Providers on the Net Neutrality Debate,"Guo, Hong and Bandyopadhyay, Subhajyoti and Lim, Arthur and Yang, Yu-Chen and Cheng, Hsing Kenneth",,,,https://dblp.org/rec/journals/misq/GuoBLYC17
001151,article,,2017,41,3,http://misq.org/on-the-role-of-fairness-and-social-distance-in-designing-effective-social-referral-systems.html,MIS Quarterly,On the Role of Fairness and Social Distance in Designing Effective Social Referral Systems,"Hong, Yili and Pavlou, Paul A. and Shi, Nan and Wang, Kanliang",,,,https://dblp.org/rec/journals/misq/HongPSW17
001152,article,,2017,41,3,http://misq.org/examining-the-mediating-roles-of-cognitive-load-and-performance-outcomes-in-user-satisfaction-with-a-website-a-field-quasi-experiment.html,MIS Quarterly,Examining the Mediating Roles of Cognitive Load and Performance Outcomes in User Satisfaction with a Website - A Field Quasi-Experiment,"Hu, Paul Jen-Hwa and Hu, Han-fen and Fang, Xiao",,,,https://dblp.org/rec/journals/misq/HuHF17
001153,article,,2017,41,2,http://misq.org/on-self-selection-biases-in-online-product-reviews.html,MIS Quarterly,On Self-Selection Biases in Online Product Reviews,"Hu, Nan and Pavlou, Paul A. and Zhang, Jie Jennifer",,,,https://dblp.org/rec/journals/misq/HuPZ17
001154,article,,2017,41,4,https://misq.org/social-network-integration-and-user-content-generation-evidence-from-natural-experiments.html,MIS Quarterly,Social Network Integration and User Content Generation - Evidence from Natural Experiments,"Huang, Ni and Hong, Yili and Burtch, Gordon",,,,https://dblp.org/rec/journals/misq/HuangHB17
001155,article,,2017,41,1,http://misq.org/growing-on-steroids-rapidly-scaling-the-user-base-of-digital-ventures-through-digital-innovation.html,MIS Quarterly,Growing on Steroids - Rapidly Scaling the User Base of Digital Ventures Through Digital Innovation,"Huang, Jimmy C. and Henfridsson, Ola and Liu, Martin J. and Newell, Sue",,,,https://dblp.org/rec/journals/misq/HuangHLN17
001156,article,,2017,41,2,http://misq.org/prominence-and-interpretation-of-online-conflict-of-interest-disclosures.html,MIS Quarterly,Prominence and Interpretation of Online Conflict of Interest Disclosures,"Jensen, Matthew L. and Yetgin, Emre",,,,https://dblp.org/rec/journals/misq/JensenY17
