ID,orig_ID,orig_source,url,number,volume,year,doi,ENTRYTYPE,title,journal,author,pages,abstract,language,dblp_key
D_000671,000671,dblp,http://misq.org/reflexive-standardization-side-effects-and-complexity-in-standard-making.html,Special Issue,30,2006,,article,Reflexive Standardization - Side Effects and Complexity in Standard Making,MIS Quarterly,"Hanseth, Ole and Jacucci, Edoardo and Grisot, Miria and Aanestad, Margunn",,,,https://dblp.org/rec/journals/misq/HansethJGA06
D_000672,000672,dblp,http://misq.org/understanding-digital-inequality-comparing-continued-use-behavioral-models-of-the-socio-economically-advantaged-and-disadvantaged.html,1,32,2006,,article,Understanding Digital Inequality - Comparing Continued Use Behavioral Models of the Socio-Economically Advantaged and Disadvantaged,MIS Quarterly,"Hsieh, J. J. Po-An and Rai, Arun and Keil, Mark",,,,https://dblp.org/rec/journals/misq/HsiehRK06
D_000673,000673,dblp,http://misq.org/gidden-s-structuration-theory-and-information-systems-research.html,1,32,2006,,article,Giddens's Structuration Theory and Information Systems Research,MIS Quarterly,"Jones, Matthew R. and Karsten, Helena",,,,https://dblp.org/rec/journals/misq/JonesK06
D_000674,000674,dblp,http://misq.org/using-an-attribute-based-decision-support-system-for-user-customized-products-online-an-experimental-investigation.html,1,32,2006,,article,Using an Attribute-Based Decision Support System for User-Customized Products Online - An Experimental Investigation,MIS Quarterly,"Kamis, Arnold and Koufaris, Marios and Stern, Tziporah",,,,https://dblp.org/rec/journals/misq/KamisKS06
D_000675,000675,dblp,http://misq.org/a-three-perspective-model-of-culture-information-systems-and-their-development-and-use.html,3,32,2006,,article,"A Three-Perspective Model of Culture, Information Systems, and Their Development and Use",MIS Quarterly,"Kappos, Antonio and Rivard, Suzanne",,,,https://dblp.org/rec/journals/misq/KappasR06
D_000676,000676,dblp,http://misq.org/reconceptualizing-compatability-beliefs-in-technology-acceptance-research.html,4,30,2006,,article,Reconceptualizing Compatability Beliefs in Technology Acceptance Research,MIS Quarterly,"Karahanna, Elena and Agarwal, Ritu and Angst, Corey M.",,,,https://dblp.org/rec/journals/misq/KarahannaAA06
D_000677,000677,dblp,http://misq.org/the-effects-of-personalizaion-and-familiarity-on-trust-and-adoption-of-recommendation-agents.html,4,30,2006,,article,The Effects of Personalizaion and Familiarity on Trust and Adoption of Recommendation Agents,MIS Quarterly,"Komiak, Sherrie Y. X. and Benbasat, Izak",,,,https://dblp.org/rec/journals/misq/KomiakB06
D_000678,000678,dblp,http://misq.org/so-talk-to-me-the-effect-of-explicit-goals-on-the-comprehension-of-business-process-narratives.html,4,30,2006,,article,"So, Talk to Me - The Effect of Explicit Goals on the Comprehension of Business Process Narratives",MIS Quarterly,"Kuechler Jr., William L. and Vaishnavi, Vijay K.",,,,https://dblp.org/rec/journals/misq/KuechlerV06
D_000679,000679,dblp,http://misq.org/review-a-review-of-culture-in-information-systems-research-toward-a-theory-of-information-technology-culture-conflict.html,2,30,2006,,article,Review - A Review of Culture in Information Systems Research - Toward a Theory of Information Technology Culture Conflict,MIS Quarterly,"Leidner, Dorothy E. and Kayworth, Timothy R.",,,,https://dblp.org/rec/journals/misq/LeidnerK06
D_000680,000680,dblp,http://misq.org/transformational-technologies-and-the-creation-of-new-work-practices-making-implicit-knowledge-explicit-in-task-based-offshoring.html,2,32,2006,,article,Transformational Technologies and the Creation of New Work Practices - Making Implicit Knowledge Explicit in Task-Based Offshoring,MIS Quarterly,"Leonardi, Paul M. and Bailey, Diane E.",,,,https://dblp.org/rec/journals/misq/LeonardiB06
D_000681,000681,dblp,http://misq.org/innovating-or-doing-as-told-status-differences-and-overlapping-boundaries-in-offshore-collaboration.html,2,32,2006,,article,Innovating or Doing as Told? Status Differences and Overlapping Boundaries in Offshore Collaboration,MIS Quarterly,"Levina, Natalia and Vaast, Emmanuelle",,,,https://dblp.org/rec/journals/misq/LevinaV06
D_000682,000682,dblp,http://misq.org/industry-wide-information-systems-standardization-as-collective-action-the-case-of-the-u-s-residential-mortgage-industry.html,Special Issue,30,2006,,article,Industry-Wide Information Systems Standardization as Collective Action - The Case of the U.S. Residential Mortgage Industry,MIS Quarterly,"Markus, M. Lynne and Steinfield, Charles W. and Wigand, Rolf T. and Minton, Gabe",,,,https://dblp.org/rec/journals/misq/MarkusSWM06
D_000683,000683,dblp,http://misq.org/unraveling-the-temporal-fabric-of-knowledge-conversion-a-model-of-media-selection-and-use.html,1,30,2006,,article,Unraveling the Temporal Fabric of Knowledge Conversion - A Model of Media Selection and Use,MIS Quarterly,"Massey, Anne P. and Montoya-Weiss, Mitzi M.",,,,https://dblp.org/rec/journals/misq/MasseyM06
D_000684,000684,dblp,http://misq.org/professional-versus-political-contexts-institutional-mitigation-and-the-transaction-cost-heuristic-in-information-systems-outsourcing.html,3,30,2006,,article,Professional Versus Political Contexts - Institutional Mitigation and the Transaction Cost Heuristic in Information Systems Outsourcing,MIS Quarterly,"Miranda, Shaila M. and Kim, Yong-Mi",,,,https://dblp.org/rec/journals/misq/MirandaK06
D_000685,000685,dblp,http://misq.org/knowledge-integration-and-infromation-technology-project-performance.html,4,30,2006,,article,Knowledge Integration and Infromation Technology Project Performance,MIS Quarterly,"Mitchell, Victoria L.",,,,https://dblp.org/rec/journals/misq/Mitchell06
D_000686,000686,dblp,http://misq.org/ethical-decision-making-in-software-piracy-initial-development-and-a-test-of-a-four-component-model.html,1,30,2006,,article,Ethical Decision Making in Software Piracy - Initial Development and a Test of a Four-Component Model,MIS Quarterly,"Moores, Trevor T. and Chang, Jerry Cha-Jan",,,,https://dblp.org/rec/journals/misq/MooresC06
D_000687,000687,dblp,http://misq.org/the-ecology-of-standards-processes-insights-from-internet-standard-making.html,Special Issue,30,2006,,article,The Ecology of Standards Processes - Insights from Internet Standard Making,MIS Quarterly,"Nickerson, Jeffrey V. and Muehlen, Michael zur",,,,https://dblp.org/rec/journals/misq/NickersonM06
D_000688,000688,dblp,http://misq.org/catalog/product/view/id/850/s/incorporating-software-agents-into-supply-chains-experimental-investigation-with-a-procurement-task/,1,30,2006,,article,Incorporating Software Agents into Supply Chains - Experimental Investigation with a Procurement Task,MIS Quarterly,"Nissen, Mark E. and Sengupta, Kishore",,,,https://dblp.org/rec/journals/misq/NissenS06
D_000689,000689,dblp,http://misq.org/information-technology-and-pricing-decisions-price-adjustments-in-online-computer-markets.html,3,30,2006,,article,Information Technology and Pricing Decisions - Price Adjustments in Online Computer Markets,MIS Quarterly,"Oh, Wonseok and Lucas Jr., Henry C.",,,,https://dblp.org/rec/journals/misq/OhL06
D_000690,000690,dblp,http://misq.org/contribution-behaviors-in-distributed-environments.html,1,32,2006,,article,Contribution Behaviors in Distributed Environments,MIS Quarterly,"Olivera, Fernando and Goodman, Paul S. and Tan, Sharon Swee-Lin",,,,https://dblp.org/rec/journals/misq/OliveraGT06
D_000691,000691,dblp,http://misq.org/two-stage-offshoring-an-investigation-of-the-irish-bridge.html,2,32,2006,,article,Two-Stage Offshoring - An Investigation of the Irish Bridge,MIS Quarterly,"Olsson, Helena Holmström and Conchúir, Eoin Ó and Ågerfalk, Pär J. and Fitzgerald, Brian",,,,https://dblp.org/rec/journals/misq/OlssonCAF06
D_000692,000692,dblp,http://misq.org/an-empirical-analysis-of-the-value-of-complete-information-for-ecrm-models.html,2,30,2006,,article,An Empirical Analysis of the Value of Complete Information for eCRM Models,MIS Quarterly,"Padmanabhan, Balaji and Zheng, Zhiqiang and Kimbrough, Steven O.",,,,https://dblp.org/rec/journals/misq/PadmanabhanZK06
D_000693,000693,dblp,http://misq.org/understanding-software-agents-into-supply-chains-experimental-investigation-with-a-procurement-task.html,1,30,2006,,article,Understanding and Predicting Electronic Commerce Adoption - An Extension of the Theory of Planned Behavior,MIS Quarterly,"Pavlou, Paul A. and Fygenson, Mendel",,,,https://dblp.org/rec/journals/misq/PavlouF06
D_000694,000694,dblp,http://misq.org/firm-performance-impacts-of-digitally-enabled-supply-chain-integration-capabilities.html,2,30,2006,,article,Firm Performance Impacts of Digitally Enabled Supply Chain Integration Capabilities,MIS Quarterly,"Rai, Arun and Patnayakuni, Ravi and Seth, Nainika",,,,https://dblp.org/rec/journals/misq/RaiPS06
D_000695,000695,dblp,http://misq.org/work-dispersion-process-based-learning-and-offshore-software-development-performance.html,2,32,2006,,article,"Work Dispersion, Process-Based Learning, and Offshore Software Development Performance",MIS Quarterly,"Ramasubbu, Narayan and Mithas, Sunil and Krishnan, Mayuram S. and Kemerer, Chris F.",,,,https://dblp.org/rec/journals/misq/RamasubbuMKK06
D_000696,000696,dblp,http://misq.org/toward-improving-the-relevance-of-information-systems-research-to-practice-the-role-of-applicability-checks.html,1,32,2006,,article,Toward Improving the Relevance of Information Systems Research to Practice - The Role of Applicability Checks,MIS Quarterly,"Rosemann, Michael and Vessey, Iris",,,,https://dblp.org/rec/journals/misq/RosemannV06
D_000697,000697,dblp,http://misq.org/emotional-dissonance-and-the-information-technology-professional.html,3,32,2006,,article,Emotional Dissonance and the Information Technology Professional,MIS Quarterly,"Rutner, Paige S. and Hardgrave, Bill C. and McKnight, D. Harrison",,,,https://dblp.org/rec/journals/misq/RutnerHM06
D_000698,000698,dblp,http://misq.org/the-role-of-cognitive-fit-in-the-relationship-between-software-comprehension-and-modification.html,1,30,2006,,article,The Role of Cognitive Fit in the Relationship Between Software Comprehension and Modification,MIS Quarterly,"Shaft, Teresa M. and Vessey, Iris",,,,https://dblp.org/rec/journals/misq/ShaftV06
D_000699,000699,dblp,http://misq.org/representing-part-whole-relations-in-conceptual-modeling-an-empirical-evaluation.html,3,32,2006,,article,Representing Part-Whole Relations in Conceptual Modeling - An Empirical Evaluation,MIS Quarterly,"Shanks, Graeme G. and Tansley, Elizabeth and Nuredini, Jasmina and Tobin, Daniel and Weber, Ron",,,,https://dblp.org/rec/journals/misq/ShanksTNTW06
D_000700,000700,dblp,http://misq.org/managing-peer-to-peer-conflicts-in-disruptive-information-technology-innovations-the-case-of-software-reuse.html,2,30,2006,,article,Managing Peer-to-Peer Conflicts in Disruptive Information Technology Innovations - The Case of Software Reuse,MIS Quarterly,"Sherif, Karma and Zmud, Robert W. and Browne, Glenn J.",,,,https://dblp.org/rec/journals/misq/SherifZB06
D_000701,000701,dblp,http://misq.org/uncovering-the-intellectual-core-of-the-information-systems-discipline.html,3,32,2006,,article,Uncovering the Intellectual Core of the Information Systems Discipline,MIS Quarterly,"Sidorova, Anna and Evangelopoulos, Nicholas E. and Valacich, Joseph S. and Ramakrishnan, Thiagarajan",,,,https://dblp.org/rec/journals/misq/SidorovaEVR06
D_000702,000702,dblp,http://misq.org/aligning-software-processes-with-strategy.html,4,30,2006,,article,Aligning Software Processes with Strategy,MIS Quarterly,"Slaughter, Sandra and Levine, Linda and Ramesh, Balasubramaniam and Pries-Heje, Jan and Baskerville, Richard L.",,,,https://dblp.org/rec/journals/misq/SlaughterLRPB06
D_000703,000703,dblp,http://misq.org/electronic-marketplaces-and-price-transparency-strategy-information-technology-and-success.html,3,30,2006,,article,"Electronic Marketplaces and Price Transparency - Strategy, Information Technology, and Success",MIS Quarterly,"Soh, Christina and Markus, M. Lynne and Goh, Kim Huat",,,,https://dblp.org/rec/journals/misq/SohMG06
D_000704,000704,dblp,http://misq.org/internet-users-information-privacy-protective-responses-a-taxonomy-and-a-nomological-model.html,3,32,2006,,article,Internet Users' Information Privacy-Protective Responses - A Taxonomy and a Nomological Model,MIS Quarterly,"Son, Jai-Yeol and Kim, Sung S.",,,,https://dblp.org/rec/journals/misq/SonK06
D_000705,000705,dblp,http://misq.org/the-role-of-espoused-national-cultural-values-in-technology-acceptance.html,3,30,2006,,article,The Role of Espoused National Cultural Values in Technology Acceptance,MIS Quarterly,"Srite, Mark and Karahanna, Elena",,,,https://dblp.org/rec/journals/misq/SriteK06
D_000706,000706,dblp,http://misq.org/the-impact-of-ideology-on-effectiveness-in-open-source-software-development-teams.html,2,30,2006,,article,The Impact of Ideology on Effectiveness in Open Source Software Development Teams,MIS Quarterly,"Stewart, Katherine J. and Gosain, Sanjay",,,,https://dblp.org/rec/journals/misq/StewartG06
D_000707,000707,dblp,http://misq.org/understanding-the-impact-of-web-personalization-on-user-information-processing-and-decision-outcomes.html,4,30,2006,,article,Understanding the Impact of Web Personalization on User Information Processing and Decision Outcomes,MIS Quarterly,"Tam, Kar Yan and Ho, Shuk Ying",,,,https://dblp.org/rec/journals/misq/TamH06
D_000708,000708,dblp,http://misq.org/performance-effects-in-information-technology-synergies-in-multibusiness-firms.html,1,30,2006,,article,Performance Effects of Information Technology Synergies in Multibusiness Firms,MIS Quarterly,"Tanriverdi, Hüseyin",,,,https://dblp.org/rec/journals/misq/Tanriverdi06
D_000709,000709,dblp,http://misq.org/predicting-different-conceptualizations-of-system-use-the-competing-roles-of-behavioral-intention-facilitating-conditions-and-behavioral-expectation.html,3,32,2006,,article,"Predicting Different Conceptualizations of System Use - The Competing Roles of Behavioral Intention, Facilitating Conditions, and Behavioral Expectation",MIS Quarterly,"Venkatesh, Viswanath and Brown, Susan A. and Maruping, Likoebe M. and Bala, Hillol",,,,https://dblp.org/rec/journals/misq/VenkateshBMB06
D_000710,000710,dblp,http://misq.org/web-and-wireless-site-usability-understanding-differences-and-modeling-use.html,1,30,2006,,article,Web and Wireless Site Usability - Understanding Differences and Modeling Use,MIS Quarterly,"Venkatesh, Viswanath and Ramesh, Venkataraman",,,,https://dblp.org/rec/journals/misq/VenkateshR06
D_000711,000711,dblp,http://misq.org/cocreating-understanding-and-value-in-distributed-work-how-members-of-onsite-and-offshore-vendor-teams-give-make-demand-and-break-sense.html,2,32,2006,,article,"Cocreating Understanding and Value in Distributed Work - How Members of Onsite and Offshore Vendor Teams Give, Make, Demand, and Break Sense",MIS Quarterly,"Vlaar, Paul W. L. and van Fenema, Paul C. and Tiwari, Vinay",,,,https://dblp.org/rec/journals/misq/VlaarFT06
D_000712,000712,dblp,http://misq.org/enhancing-the-design-of-web-navigation-systems-the-influence-of-user-disorientation-on-engagement-and-performance.html,3,30,2006,,article,Enhancing the Design of Web Navigation Systems - The Influence of User Disorientation on Engagement and Performance,MIS Quarterly,"Webster, Jane and Ahuja, Jaspreet S.",,,,https://dblp.org/rec/journals/misq/WebsterA06
D_000713,000713,dblp,http://misq.org/a-unified-economic-model-of-standard-diffusion-the-impact-of-standardization-cost-network-effects-and-network-topology.html,Special Issue,30,2006,,article,"A Unified Economic Model of Standard Diffusion - The Impact of Standardization Cost, Network Effects, and Network Topology",MIS Quarterly,"Weitzel, Tim and Beimborn, Daniel and König, Wolfgang",,,,https://dblp.org/rec/journals/misq/WeitzelBK06
D_000714,000714,dblp,http://misq.org/information-technology-governance-in-information-technology-investment-decision-processes-the-impact-of-investment-characteristics-external-environment-and-internal-context.html,1,32,2006,,article,"Information Technology Governance in Information Technology Investment Decision Processes - The Impact of Investment Characteristics, External Environment, and Internal Context",MIS Quarterly,"Xue, Yajiong and Liang, Huigang and Boulton, William R.",,,,https://dblp.org/rec/journals/misq/XueLB06
D_000715,000715,dblp,http://misq.org/migration-to-open-standard-interorganizational-systems-network-effects-switching-costs-and-path-dependency.html,Special Issue,30,2006,,article,"Migration to Open-Standard Interorganizational Systems - Network Effects, Switching Costs, and Path Dependency",MIS Quarterly,"Zhu, Kevin and Kraemer, Kenneth L. and Gurbaxani, Vijay and Xu, Sean Xin",,,,https://dblp.org/rec/journals/misq/ZhuKGX06
D_000716,000716,dblp,http://misq.org/assimilation-of-enterprise-systems-the-effect-of-institutional-pressures-and-the-mediating-role-of-top-management.html,1,31,2007,,article,Assimilation of Enterprise Systems - The Effect of Institutional Pressures and the Mediating Role of Top Management,MIS Quarterly,"Liang, Huigang and Saraf, Nilesh and Hu, Qing and Xue, Yajiong",,,,https://dblp.org/rec/journals/misq/LiangSHX07
D_000717,000717,dblp,http://misq.org/telemedicine-in-the-upper-amazon-interplay-with-local-health-care-practices.html,2,31,2007,,article,Telemedicine in the Upper Amazon - Interplay with Local Health Care Practices,MIS Quarterly,"Miscione, Gianluca",,,,https://dblp.org/rec/journals/misq/Miscione07
D_000718,000718,dblp,http://misq.org/it-road-warriors-balancing-work-family-conflict-job-autonomy-and-work-overload-to-mitigate-turnover-intentions.html,1,31,2007,,article,"IT Road Warriors - Balancing Work--Family Conflict, Job Autonomy, and Work Overload to Mitigate Turnover Intentions",MIS Quarterly,"Ahuja, Manju K. and Chudoba, Katherine M. and Kacmar, Charles J. and McKnight, D. Harrison and George, Joey F.",,,,https://dblp.org/rec/journals/misq/AhujaCKMG07
D_000719,000719,dblp,http://misq.org/enhancing-information-retrieval-through-statistical-natural-language-processing-a-study-of-collocation-indexing.html,3,31,2007,,article,Enhancing Information Retrieval Through Statistical Natural Language Processing - A Study of Collocation Indexing,MIS Quarterly,"Arazy, Ofer and Woo, Carson",,,,https://dblp.org/rec/journals/misq/ArazyW07
D_000720,000720,dblp,http://misq.org/understanding-mindshift-learning-the-transition-to-object-oriented-development.html,3,31,2007,,article,Understanding Mindshift Learning - The Transition to Object-Oriented Development,MIS Quarterly,"Armstrong, Deborah J. and Hardgrave, Bill C.",,,,https://dblp.org/rec/journals/misq/ArmstrongH07
D_000721,000721,dblp,http://misq.org/power-rationality-and-the-art-of-living-through-socio-technical-change.html,2,31,2007,,article,"Power, Rationality, and the Art of Living Through Socio-Technical Change",MIS Quarterly,"Avgerou, Chrisanthi and McGrath, Kathy",,,,https://dblp.org/rec/journals/misq/AvgerouM07
D_000722,000722,dblp,http://misq.org/developing-health-information-systems-in-developing-countries-the-flexible-standards-strategy.html,2,31,2007,,article,Developing Health Information Systems in Developing Countries - The Flexible Standards Strategy,MIS Quarterly,"Braa, Jørn and Hanseth, Ole and Heywood, Arthur and Mohammed, Woinshet and Shaw, Vincent",,,,https://dblp.org/rec/journals/misq/BraaHHMS07
D_000723,000723,dblp,http://misq.org/cognitive-stopping-rules-for-terminating-information-search-in-online-tasks.html,1,31,2007,,article,Cognitive Stopping Rules for Terminating Information Search in Online Tasks,MIS Quarterly,"Browne, Glenn J. and Pitts, Mitzi G. and Wetherbe, James C.",,,,https://dblp.org/rec/journals/misq/BrownePW07
D_000724,000724,dblp,http://misq.org/toward-a-deeper-understanding-of-system-usage-in-organizations-a-multilevel-perspective.html,4,31,2007,,article,Toward a Deeper Understanding of System Usage in Organizations - A Multilevel Perspective,MIS Quarterly,"Burton-Jones, Andrew and Gallivan, Michael J.",,,,https://dblp.org/rec/journals/misq/Burton-JonesG07
D_000725,000725,dblp,http://misq.org/the-dynamic-structure-of-management-support-systems-theory-development-research-focus-and-direction.html,3,31,2007,,article,"The Dynamic Structure of Management Support Systems - Theory Development, Research Focus, and Direction",MIS Quarterly,"Clark Jr., Thomas D. and Jones, Mary C. and Armstrong, Curtis P.",,,,https://dblp.org/rec/journals/misq/ClarkJA07
D_000726,000726,dblp,http://misq.org/through-the-eyes-of-experts-a-socio-cognitive-perspective-on-the-automation-of-fingerprint-work.html,4,31,2007,,article,Through the Eyes of Experts - A Socio-Cognitive Perspective on the Automation of Fingerprint Work,MIS Quarterly,"Davis, Christopher J. and Hufnagel, Ellen M.",,,,https://dblp.org/rec/journals/misq/DavisH07
D_000727,000727,dblp,http://misq.org/the-role-of-online-trading-communities-in-managing-internet-auction-fraud.html,4,31,2007,,article,The Role of Online Trading Communities in Managing Internet Auction Fraud,MIS Quarterly,"Huang, Cecil Chua Eng and Wareham, Jonathan and Robey, Daniel",,,,https://dblp.org/rec/journals/misq/HuangWR07
D_000728,000728,dblp,http://misq.org/the-value-of-privacy-assurance-an-exploratory-field-experiment.html,1,31,2007,,article,The Value of Privacy Assurance - An Exploratory Field Experiment,MIS Quarterly,"Hui, Kai Lung and Teo, Hock-Hai and Lee, Sang-Yong Tom",,,,https://dblp.org/rec/journals/misq/HuiTL07
D_000729,000729,dblp,http://misq.org/the-relationship-between-organizational-culture-and-the-deployment-of-systems-development-methodologies.html,1,31,2007,,article,The Relationship Between Organizational Culture and the Deployment of Systems Development Methodologies,MIS Quarterly,"Iivari, Juhani and Huisman, Magda",,,,https://dblp.org/rec/journals/misq/IivariH07
D_000730,000730,dblp,http://misq.org/the-effects-of-presentation-formats-and-task-complexity-online.html,3,31,2007,,article,The Effects of Presentation Formats and Task Complexity on Online Consumers' Product Understanding,MIS Quarterly,"Jiang, Zhenhui and Benbasat, Izak",,,,https://dblp.org/rec/journals/misq/JiangB07
D_000731,000731,dblp,http://misq.org/turnover-of-information-technology-professionals-a-narrative-review-meta-analytic-structural-equation-modeling-and-model-development.html,3,31,2007,,article,"Turnover of Information Technology Professionals - A Narrative Review, Meta-Analytic Structural Equation Modeling, and Model Development",MIS Quarterly,"Joseph, Damien and Ng, Kok-Yee and Koh, Christine and Ang, Soon",,,,https://dblp.org/rec/journals/misq/JosephNKA07
D_000732,000732,dblp,http://misq.org/the-impact-knowledge-coordination-on-virtual-team-performance-over-time.html,4,31,2007,,article,The Impact of Knowledge Coordination on Virtual Team Performance Over Time,MIS Quarterly,"Kanawattanachai, Prasert and Yoo, Youngjin",,,,https://dblp.org/rec/journals/misq/KanawattanachaiY07
D_000733,000733,dblp,http://misq.org/how-habit-limits-the-predictive-power-of-intention-the-case-of-information-systems-continuance.html,4,31,2007,,article,How Habit Limits the Predictive Power of Intention - The Case of Information Systems Continuance,MIS Quarterly,"Limayem, Moez and Hirt, Sabine Gabriele and Cheung, Christy M. K.",,,,https://dblp.org/rec/journals/misq/LimayemHC07
D_000734,000734,dblp,http://misq.org/dispositional-factors-in-internet-use-personality-versus-cognitive-style.html,4,31,2007,,article,Dispositional Factors in Internet Use - Personality Versus Cognitive Style,MIS Quarterly,"McElroy, James C. and Hendrickson, Anthony R. and Townsend, Anthony M. and DeMarie, Samuel M.",,,,https://dblp.org/rec/journals/misq/McElroyHTD07
D_000735,000735,dblp,http://misq.org/a-task-based-model-of-perceived-website-complexity.html,3,31,2007,,article,A Task-Based Model of Perceived Website Complexity,MIS Quarterly,"Nadkarni, Sucheta and Gupta, Reetika",,,,https://dblp.org/rec/journals/misq/NadkarniG07
D_000736,000736,dblp,http://misq.org/the-spatial-temporal-and-configurational-characteristics-of-geographic-dispersion-in-teams.html,3,31,2007,,article,"The Spatial, Temporal, and Configurational Characteristics of Geographic Dispersion in Teams",MIS Quarterly,"O'Leary, Michael Boyer and Cummings, Jonathon N.",,,,https://dblp.org/rec/journals/misq/OLearyC07
D_000737,000737,dblp,http://misq.org/on-the-assessment-of-the-strategic-value-of-information-technologies-conceptual-and-analytical-approaches.html,2,31,2007,,article,On the Assessment of the Strategic Value of Information Technologies - Conceptual and Analytical Approaches,MIS Quarterly,"Oh, Wonseok and Pinsonneault, Alain",,,,https://dblp.org/rec/journals/misq/OhP07
D_000738,000738,dblp,http://misq.org/understanding-and-mitigating-uncertainty-in-online-exchange-relationships-a-principal-agent-perspective.html,1,31,2007,,article,Understanding and Mitigating Uncertainty in Online Exchange Relationships - A Principal-Agent Perspective,MIS Quarterly,"Pavlou, Paul A. and Liang, Huigang and Xue, Yajiong",,,,https://dblp.org/rec/journals/misq/PavlouLX07
D_000739,000739,dblp,http://misq.org/specifying-formative-constructs-in-information-systems-research.html,4,31,2007,,article,Specifying Formative Constructs in Information Systems Research,MIS Quarterly,"Petter, Stacie and Straub, Detmar W. and Rai, Arun",,,,https://dblp.org/rec/journals/misq/PetterSR07
D_000740,000740,dblp,http://misq.org/integrating-scientific-with-indigenous-knowledge-constructing-knowledge-alliances-for-land-management-in-india.html,2,31,2007,,article,Integrating Scientific with Indigenous Knowledge - Constructing Knowledge Alliances for Land Management in India,MIS Quarterly,"Puri, Satish K.",,,,https://dblp.org/rec/journals/misq/Puri07
D_000741,000741,dblp,http://misq.org/the-contingent-effects-of-training-technical-complexity-and-task-interdependence-on-successful-information-systems-implementation.html,2,31,2007,,article,"The Contingent Effects of Training, Technical Complexity, and Task Interdependence on Successful Information Systems Implementation",MIS Quarterly,"Sharma, Rajeev and Yetton, Philip",,,,https://dblp.org/rec/journals/misq/SharmaY07
D_000742,000742,dblp,http://misq.org/fighting-against-windmills-strategic-information-systems-and-organizational-deep-structures.html,2,31,2007,,article,Fighting Against Windmills - Strategic Information Systems and Organizational Deep Structures,MIS Quarterly,"Silva, Leiser and Hirshheim, Rudy",,,,https://dblp.org/rec/journals/misq/SilvaH07
D_000743,000743,dblp,http://misq.org/communication-media-repertoires-dealing-with-the-multiplicity-of-media-choices.html,2,31,2007,,article,Communication Media Repertoires - Dealing with the Multiplicity of Media Choices,MIS Quarterly,"Watson-Manheim, Mary Beth and Bélanger, France",,,,https://dblp.org/rec/journals/misq/Watson-ManheimB07
D_000744,000744,dblp,http://misq.org/e-commerce-product-recommendation-agents-use-characteristics-and-impact.html,1,31,2007,,article,"E-Commerce Product Recommendation Agents - Use, Characteristics, and Impact",MIS Quarterly,"Xiao, Bo and Benbasat, Izak",,,,https://dblp.org/rec/journals/misq/XiaoB07
D_000745,000745,dblp,http://misq.org/catalog/product/view/id/1424/s/web-2-0-and-politics-the-2008-u-s-presidential-election-and-an-e-politics-research-agenda/,4,34,2010,,article,Web 2.0 and Politics - The 2008 U.S. Presidential Election and an E-Politics Research Agenda,MIS Quarterly,"Wattal, Sunil and Schuff, David and Mandviwalla, Munir and Williams, Christine B.",,,,https://dblp.org/rec/journals/misq/WattalSMW10
D_000746,000746,dblp,http://misq.org/cybergate-a-design-framework-and-system-for-text-analysis-of-computer-mediated-communication.html,4,32,2008,,article,CyberGate - A Design Framework and System for Text Analysis of Computer-Mediated Communication,MIS Quarterly,"Abbasi, Ahmed and Chen, Hsinchun",,,,https://dblp.org/rec/journals/misq/AbbasiC08
D_000747,000747,dblp,http://misq.org/making-sense-of-technology-trends-in-the-information-technology-landscape-a-design-science-approach.html,4,32,2008,,article,Making Sense of Technology Trends in the Information Technology Landscape - A Design Science Approach,MIS Quarterly,"Adomavicius, Gediminas and Bockstedt, Jesse C. and Gupta, Alok and Kauffman, Robert J.",,,,https://dblp.org/rec/journals/misq/AdomaviciusBGK08
D_000748,000748,dblp,http://misq.org/a-fast-form-approach-to-measuring-technology-acceptance-and-other-constructs.html,4,32,2008,,article,A Fast Form Approach to Measuring Technology Acceptance and Other Constructs,MIS Quarterly,"Chin, Wynne W. and Johnson, Norman A. and Schwarz, Andrew",,,,https://dblp.org/rec/journals/misq/ChinJS08
D_000749,000749,dblp,http://misq.org/marshaling-the-professional-experience-of-doctoral-students-a-contribution-to-the-practical-relevance-debate.html,4,32,2008,,article,Marshaling the Professional Experience of Doctoral Students - A Contribution to the Practical Relevance Debate,MIS Quarterly,"Klein, Heinz K. and Rowe, Frantz",,,,https://dblp.org/rec/journals/misq/KleinR08
D_000750,000750,dblp,http://misq.org/process-grammar-as-a-tool-for-business-process-design.html,4,32,2008,,article,Process Grammar as a Tool for Business Process Design,MIS Quarterly,"Lee, Jintae and Wyner, George M. and Pentland, Brian T.",,,,https://dblp.org/rec/journals/misq/LeeWP08
D_000751,000751,dblp,http://misq.org/buyer-intention-to-use-internet-enabled-reverse-auctions-the-role-of-asset-specificity-product-specialization-and-non-contractibility.html,4,32,2008,,article,"Buyer Intention to Use Internet-Enabled Reverse Auctions - The Role of Asset Specificity, Product Specialization, and Non-Contractibility",MIS Quarterly,"Mithas, Sunil and Jones, Joni L. and Mitchell, Will",,,,https://dblp.org/rec/journals/misq/MithasJM08
D_000752,000752,dblp,http://misq.org/using-cognitive-principles-to-guide-classification-in-information-systems-modeling.html,4,32,2008,,article,Using Cognitive Principles to Guide Classification in Information Systems Modeling,MIS Quarterly,"Parsons, Jeffrey and Wand, Yair",,,,https://dblp.org/rec/journals/misq/ParsonsW08
