case,ID,ENTRYTYPE,title,year,volume,number,pages,abstract,author,doi,series,search_set,container_title,author_full
id_1006468;id_1006481,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006482,id_1006482,article,editorial introduction,2007,24,1,5-12,,zwass,102753/mis0742_1222240100,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006482,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006483,id_1006483,article,editorial introduction,2007,24,2,5-6,,zwass,102753/mis0742_1222240200,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006483,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006484,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006484,id_1006484,article,editorial introduction,2008,25,1,5-12,,zwass,102753/mis0742_1222250100,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006485,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006485,id_1006485,article,editorial introduction,2008,25,2,5-6,,zwass,102753/mis0742_1222250200,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006486,id_1006486,article,editorial introduction,2007,24,3,5-7,,zwass,102753/mis0742_1222240300,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006486,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006487,id_1006487,article,editorial introduction,2008,25,3,5-7,,zwass,102753/mis0742_1222250300,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006487,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006488,id_1006488,article,editorial introduction,2009,25,4,5-7,,zwass,102753/mis0742_1222250400,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006488,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006489,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006489,id_1006489,article,editorial introduction,2009,26,1,5-11,,zwass,102753/mis0742_1222260100,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006490,id_1006490,article,editorial introduction,2009,26,2,5,,zwass,102753/mis0742_1222260200,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006490,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006491,id_1006491,article,editorial introduction,2010,27,1,5-11,,zwass,102753/mis0742_1222270100,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006491,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006492,id_1006492,article,editorial introduction,2010,27,2,5-7,,zwass,102753/mis0742_1222270200,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006492,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006493,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006493,id_1006493,article,editorial introduction,2009,26,3,5-7,,zwass,102753/mis0742_1222260300,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006495,id_1006495,article,editorial introduction,2011,28,1,5-12,,zwass,102753/mis0742_1222280100,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006495,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006496,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006496,id_1006496,article,editorial introduction,2011,28,2,5-6,,zwass,102753/mis0742_1222280200,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006497,id_1006497,article,editorial introduction,2010,27,3,5-6,,zwass,102753/mis0742_1222270300,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006497,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006498,id_1006498,article,editorial introduction,2011,27,4,5-8,,zwass,102753/mis0742_1222270400,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006498,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006499,id_1006499,article,editorial introduction,2012,29,1,5-14,,zwass,102753/mis0742_1222290100,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006499,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006500,id_1006500,article,editorial introduction,2012,29,2,5-6,,zwass,102753/mis0742_1222290200,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006500,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006501,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006501,id_1006501,article,editorial introduction,2011,28,3,5-7,,zwass,102753/mis0742_1222280300,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006502,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006502,id_1006502,article,editorial introduction,2012,28,4,5-6,,zwass,102753/mis0742_1222280400,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006503,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006503,id_1006503,article,editorial introduction,2013,30,1,5-14,,zwass,102753/mis0742_1222300100,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006504,id_1006504,article,editorial introduction,2012,29,3,5-8,,zwass,102753/mis0742_1222290300,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006504,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006505,id_1006505,article,editorial introduction,2013,29,4,5-6,,zwass,102753/mis0742_1222290400,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006505,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006506,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006506,id_1006506,article,editorial introduction,2013,30,3,5-6,,zwass,102753/mis0742_1222300300,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006507,id_1006507,article,editorial introduction,2014,30,4,5-6,,zwass,102753/mis0742_1222300400,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006507,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006508,id_1006508,article,editorial introduction,2014,31,1,5-12,,zwass,102753/mis0742_1222310100,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006508,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006509,id_1006509,article,editorial introduction,2014,31,2,5-6,,zwass,102753/mis0742_1222310200,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006509,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006510,id_1006510,article,editorial introduction,2014,31,3,1-3,,zwass,101080/074212222014994587,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006510,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006511,id_1006511,article,editorial introduction,2015,31,4,1-2,,zwass,101080/0742122220141001252,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006511,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006512,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006512,id_1006512,article,editorial introduction,2015,32,1,1-8,,zwass,101080/0742122220151029378,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006513,id_1006513,article,editorial introduction,2015,32,2,1-3,,zwass,101080/0742122220151063266,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006513,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006514,id_1006514,article,editorial introduction,2015,32,3,1-2,,zwass,101080/0742122220151094953,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006514,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006515,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006515,id_1006515,article,editorial introduction,2015,32,4,1-3,,zwass,101080/0742122220151138361,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006516,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006516,id_1006516,article,editorial introduction,2016,33,1,1-10,,zwass,101080/0742122220161175293,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006517,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006517,id_1006517,article,editorial introduction,2016,33,3,621-623,,zwass,101080/0742122220161243874,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006518,id_1006518,article,editorial introduction,2016,33,4,935-937,,zwass,101080/0742122220161267511,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006518,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006519,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006519,id_1006519,article,editorial introduction,2017,34,1,1-10,,zwass,101080/0742122220171296741,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006520,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006520,id_1006520,article,editorial introduction,2017,34,2,307-309,,zwass,101080/0742122220171334463,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006521,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006521,id_1006521,article,editorial introduction,2017,34,3,627-629,,zwass,101080/0742122220171372993,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006522,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006522,id_1006522,article,editorial introduction,2017,34,4,933-934,,zwass,101080/0742122220171393298,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006523,id_1006523,article,editorial introduction,2018,35,1,1-11,,zwass,101080/0742122220181440754,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006523,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006524,id_1006524,article,editorial introduction,2018,35,2,381-382,,zwass,101080/0742122220181451949,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006524,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006525,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006525,id_1006525,article,editorial introduction,2018,35,3,717-718,,zwass,101080/0742122220181481628,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006526,id_1006526,article,editorial introduction,2018,35,4,995-997,,zwass,101080/0742122220181522891,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006526,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006527,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006527,id_1006527,article,editorial introduction,2019,36,1,1-10,,zwass,101080/0742122220181551762,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006528,id_1006528,article,editorial introduction,2019,36,2,351-354,,zwass,101080/0742122220191598682,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006528,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006529,id_1006529,article,editorial introduction,2019,36,3,677-679,,zwass,101080/0742122220191628848,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006529,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006530,id_1006530,article,editorial introduction,2019,36,4,1037-1039,,zwass,101080/0742122220191661085,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006530,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006531,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006531,id_1006531,article,editorial introduction,2020,37,1,1-11,,zwass,101080/0742122220191705507,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006532,id_1006532,article,editorial introduction,2020,37,2,309-312,,zwass,101080/0742122220201759340,,,j mana info syst,"Zwass, Vladimir"
id_1006468;id_1006532,id_1006468,article,editorial introduction,2003,19,3,5-6,,zwass,101080/07421222200211045729,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006470,id_1006470,article,editorial introduction,2004,21,1,5-10,,zwass,101080/07421222200411045793,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006470,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006471,id_1006471,article,editorial introduction,2004,20,3,5-8,,zwass,101080/07421222200311045778,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006471,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006472,id_1006472,article,editorial introduction,2004,21,3,5-6,,zwass,101080/07421222200411045811,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006472,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006473,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006473,id_1006473,article,editorial introduction,2005,21,4,5-6,,zwass,101080/07421222200511045829,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006474,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006474,id_1006474,article,editorial introduction,2005,22,1,5-11,,zwass,101080/07421222200311045832,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006475,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006475,id_1006475,article,editorial introduction,2005,22,2,5-6,,zwass,101080/07421222200511045854,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006476,id_1006476,article,editorial introduction,2005,22,3,5-7,,zwass,102753/mis0742_1222220300,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006476,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006477,id_1006477,article,editorial introduction,2006,22,4,5-6,,zwass,102753/mis0742_1222220400,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006477,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006478,id_1006478,article,editorial introduction,2006,23,1,5-12,,zwass,102753/mis0742_1222230100,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006478,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006479,id_1006479,article,editorial introduction,2006,23,2,5-6,,zwass,102753/mis0742_1222230200,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006479,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006480,id_1006480,article,editorial introduction,2006,23,3,5-7,,zwass,102753/mis0742_1222230300,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006480,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006481,id_1006481,article,editorial introduction,2007,23,4,5-6,,zwass,102753/mis0742_1222230400,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006481,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006482,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006482,id_1006482,article,editorial introduction,2007,24,1,5-12,,zwass,102753/mis0742_1222240100,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006483,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006483,id_1006483,article,editorial introduction,2007,24,2,5-6,,zwass,102753/mis0742_1222240200,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006484,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006484,id_1006484,article,editorial introduction,2008,25,1,5-12,,zwass,102753/mis0742_1222250100,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006485,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006485,id_1006485,article,editorial introduction,2008,25,2,5-6,,zwass,102753/mis0742_1222250200,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006486,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006486,id_1006486,article,editorial introduction,2007,24,3,5-7,,zwass,102753/mis0742_1222240300,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006487,id_1006487,article,editorial introduction,2008,25,3,5-7,,zwass,102753/mis0742_1222250300,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006487,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006488,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006488,id_1006488,article,editorial introduction,2009,25,4,5-7,,zwass,102753/mis0742_1222250400,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006489,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006489,id_1006489,article,editorial introduction,2009,26,1,5-11,,zwass,102753/mis0742_1222260100,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006490,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006490,id_1006490,article,editorial introduction,2009,26,2,5,,zwass,102753/mis0742_1222260200,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006491,id_1006491,article,editorial introduction,2010,27,1,5-11,,zwass,102753/mis0742_1222270100,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006491,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006492,id_1006492,article,editorial introduction,2010,27,2,5-7,,zwass,102753/mis0742_1222270200,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006492,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006493,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006493,id_1006493,article,editorial introduction,2009,26,3,5-7,,zwass,102753/mis0742_1222260300,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006495,id_1006495,article,editorial introduction,2011,28,1,5-12,,zwass,102753/mis0742_1222280100,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006495,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006496,id_1006496,article,editorial introduction,2011,28,2,5-6,,zwass,102753/mis0742_1222280200,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006496,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006497,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006497,id_1006497,article,editorial introduction,2010,27,3,5-6,,zwass,102753/mis0742_1222270300,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006498,id_1006498,article,editorial introduction,2011,27,4,5-8,,zwass,102753/mis0742_1222270400,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006498,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006499,id_1006499,article,editorial introduction,2012,29,1,5-14,,zwass,102753/mis0742_1222290100,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006499,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006500,id_1006500,article,editorial introduction,2012,29,2,5-6,,zwass,102753/mis0742_1222290200,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006500,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006501,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006501,id_1006501,article,editorial introduction,2011,28,3,5-7,,zwass,102753/mis0742_1222280300,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006502,id_1006502,article,editorial introduction,2012,28,4,5-6,,zwass,102753/mis0742_1222280400,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006502,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006503,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006503,id_1006503,article,editorial introduction,2013,30,1,5-14,,zwass,102753/mis0742_1222300100,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006504,id_1006504,article,editorial introduction,2012,29,3,5-8,,zwass,102753/mis0742_1222290300,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006504,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006505,id_1006505,article,editorial introduction,2013,29,4,5-6,,zwass,102753/mis0742_1222290400,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006505,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006506,id_1006506,article,editorial introduction,2013,30,3,5-6,,zwass,102753/mis0742_1222300300,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006506,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006507,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006507,id_1006507,article,editorial introduction,2014,30,4,5-6,,zwass,102753/mis0742_1222300400,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006508,id_1006508,article,editorial introduction,2014,31,1,5-12,,zwass,102753/mis0742_1222310100,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006508,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006509,id_1006509,article,editorial introduction,2014,31,2,5-6,,zwass,102753/mis0742_1222310200,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006509,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006510,id_1006510,article,editorial introduction,2014,31,3,1-3,,zwass,101080/074212222014994587,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006510,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
id_1006469;id_1006511,id_1006469,article,editorial introduction,2003,20,1,5-11,,zwass,101080/07421222200311045752,,,j mana info syst,"Zwass, Vladimir"
